user_id,pred,song_id,artist,title,bpm,youtube_link,kor_title
16510,2.0702932,8WgjNesSPLmz9PmBevHerpwSPyy86/pp0MaB2j2RWJM=,SHINee,One,128,https://www.youtube.com/watch?v=et9u7hPESCo,샤이니 - One
16510,2.049459,Wa0twiHiTDvFB541MGrTimE6674WdAyGPZss8o6rGoU=,IU,미운 오리,90,https://www.youtube.com/watch?v=NK3y5QJ1rp8,IU - 미운 오리
16510,2.0248291,B3Mu9ADOcr836tzpCiWHHECG+Ke6XscEt/MHPHEdhBI=,Groove Edition,Love Is All the Same (사랑은 다 그런거래요) [Originally Performed By Yangpa| Davichi & Hanna],174,https://www.youtube.com/watch?v=bGKjOoAirdo,양파&다비치&HANNA -  사랑이 다 그런거래요
16510,2.0002658,Q0NmdYadyjni+CmtqwcrT/ZwgVcPefqdO1Y3isZ3Pao=,SHINee,WOWOWOW,92,"https://www.youtube.com/watch?v=grPy2KJYZ9M,92",샤이니 - Wowowow
16510,1.9573401,vzvWYAnYP3vAaH/ahhi7isQT2WlR0GheGCQKZ5fFKDM=,Various Artists,The room of secret,136,https://www.youtube.com/watch?v=GrtKiJt_xJg,바람이 분다OST - 비밀의 방
16510,1.9379839,i5usui2w8AFj/e5AX+a8KBqWwq6XyMQYqfihIfbRcg8=,f(x),All Mine,128,https://www.youtube.com/watch?v=f4_3dWqu6kM,f(x) - All Mine
16510,1.9114133,zlv+BAozAQ8eEQSJdQYsZBP+DmDb5SiamvCM+j6E0Ww=,Various Artists,1-01 재회의 테마 Reunion Theme,1000,https://www.youtube.com/watch?v=lZ6XG1JhsEk,곽연진 - 재회의 테마
16510,1.8664863,Jm/ICruNuLo+cH8BxcHkqK3bmlTWobOqsJtVEcKn6K8=,SHINee,Love Like Oxygen,98,https://www.youtube.com/watch?v=wvpknmu5UIY,샤이니 - 산소 같은 너
16510,1.8649905,8bFEtA9qRStJ8Kte5ROkpablwp8Wy/BqxioUIqom2SQ=,Jang Na Ra (장나라),오월의 눈사람,140,https://www.youtube.com/watch?v=3art4Cu-yqg,장나라 - 오월의 눈사람
16510,1.815476,5Nb5Bi9SeJ5pu3pfpy1MOkf2NF/b/lIdGAIF4qyvwAU=,Red Velvet,Light Me Up,120,https://youtu.be/rRctWJReQFQ,레드벨벳 - Light Me Up
16510,1.8083361,sQm8V5cfws6ntAkoDYvodzOKZGtLxp+iI1D0WnAePC4=,Apink,Secret Garden,96,"https://www.youtube.com/watch?v=7d_cdW-k6pE,96",에이핑크 - Secret Garden
16510,1.7971646,Y46ZwcQtP6+yjsvu6e+0i+ERz6mP+/1kYP/lUoa0stI=,AMBER,Borders,87,https://youtu.be/bNT-zFJKifI,엠버 - Borders
16510,1.770304,M/6x4FmtWzCrS+QCKHNkTDEjk6BWvFIzdCTP4VwkK8g=,MBLAQ,유령 (같이 사랑했잖아),100,https://www.youtube.com/watch?v=3uWlDF40QMc,MBLAQ - 유령(같이 사랑했잖아)
16510,1.7040812,irHAs6JktrH9N6yuJF5EdRzA29c4P2MeykyRiZiCG4s=,Kim Jang Hoon,The Mother Knows My Heart?,140,https://www.youtube.com/watch?v=LsQKeNhdda8,김장훈 - 어머니는 내 마음을 아세요
16510,1.6771709,QF14+VTjgXQDUmJzw9CDyYuZ2m98hXn5fqUgMNGujT4=,MFBTY (윤미래| 타이거JK| Bizzy),Hello Happy (feat.유희열),136,https://www.youtube.com/watch?v=_krHORI9WcE,"MFBTY (윤미래,타이거JK,Bizzy) - Hello Happy"
16510,1.6429276,MIFNIDYsa3rMAhzJaNcqsSVE1FCYeF9hy6VyfyXyqKk=,god,길 Road,124,https://www.youtube.com/watch?v=KgXtSx8ublA,GOD - 길
16511,2.3129325,Wy9UK7tKl+4seLQ7EXuf+yqnLAO+PkaNo+VFj38B7hQ=,Jannabi,Goodnight,146,https://www.youtube.com/watch?v=1Xr5IhcE2pE,잔나비 - Goodnight (Intro)
16511,2.3060517,Q0NmdYadyjni+CmtqwcrT/ZwgVcPefqdO1Y3isZ3Pao=,SHINee,WOWOWOW,92,"https://www.youtube.com/watch?v=grPy2KJYZ9M,92",샤이니 - Wowowow
16511,2.2809994,8WgjNesSPLmz9PmBevHerpwSPyy86/pp0MaB2j2RWJM=,SHINee,One,128,https://www.youtube.com/watch?v=et9u7hPESCo,샤이니 - One
16511,2.2562385,Y46ZwcQtP6+yjsvu6e+0i+ERz6mP+/1kYP/lUoa0stI=,AMBER,Borders,87,https://youtu.be/bNT-zFJKifI,엠버 - Borders
16511,2.2483768,sQm8V5cfws6ntAkoDYvodzOKZGtLxp+iI1D0WnAePC4=,Apink,Secret Garden,96,"https://www.youtube.com/watch?v=7d_cdW-k6pE,96",에이핑크 - Secret Garden
16511,2.2048473,LdKsk0R7k93pvwEvMUEwC3yuT6tBvgxOFf0lI7WJQ5A=,BEAST,I'm Sorry,90,https://www.youtube.com/watch?v=ZpRlIVImgnM,비스트 - I'm sorry
16511,2.1081905,irHAs6JktrH9N6yuJF5EdRzA29c4P2MeykyRiZiCG4s=,Kim Jang Hoon,The Mother Knows My Heart?,140,https://www.youtube.com/watch?v=LsQKeNhdda8,김장훈 - 어머니는 내 마음을 아세요
16511,2.104369,wL8xvVTaLzZk0K5Uqgu7pUve93HIVn3vsELy8J5GWYk=,BTOB-BLUE,Stand By Me,134,https://www.youtube.com/watch?v=bLALIv5C7Q8,비투비 블루 - 내 곁에 서 있어줘
16511,2.102754,i5usui2w8AFj/e5AX+a8KBqWwq6XyMQYqfihIfbRcg8=,f(x),All Mine,128,https://www.youtube.com/watch?v=f4_3dWqu6kM,f(x) - All Mine
16511,2.0635412,EUOxoMQKvfCe0ZZKv7d6IDsufcVAw7yaP7zUs7UEgLw=,VAV,Under The Moonlight (달빛 아래서),95,https://www.youtube.com/watch?v=6HXnodVJhSI&list=OLAK5uy_kMSFXWnI5_OujCI0ON4-16F8ymMhufnY0&index=1,VAV - 달빛 아래서
16511,2.060536,KfRUflHn4mU2J77KDkWex5pdtqT2DV4BZlwqLJP5pPI=,Various Artists,The time we were in love (inst),140,https://youtu.be/73TIQLmFb4A,규현 - 우리가 사랑한 시간
16511,2.042413,MIFNIDYsa3rMAhzJaNcqsSVE1FCYeF9hy6VyfyXyqKk=,god,길 Road,124,https://www.youtube.com/watch?v=KgXtSx8ublA,GOD - 길
16511,2.0315638,xVwqf8He/ZCuzCLKKRP992RFdQQbBiPzfnwHXnSMa6E=,Marriage over Love OST,Love Knots,124,https://www.youtube.com/watch?v=lk5QWPq1K6E,연애말고 결혼 OST - Love Knots
16511,1.9985828,hmXPQ+wCzm6ak8DPqQ/tP5QdTvPICixTNpt9nX9a2Yo=,N (VIXX)| YEOEUN (MelodyDay),Without You,128,https://www.youtube.com/watch?v=FMIqLQR0CYI,N(엔) (VIXX) X 여은 (MelodyDay) - 니가 없는 난
16511,1.9932655,Jm/ICruNuLo+cH8BxcHkqK3bmlTWobOqsJtVEcKn6K8=,SHINee,Love Like Oxygen,98,https://www.youtube.com/watch?v=wvpknmu5UIY,샤이니 - 산소 같은 너
16511,1.9869016,h5SqVEJWe507YQMf37f5uwejdRXwiWZHGkgTQICKdYU=,박재민,하루,1000,https://www.youtube.com/watch?v=XxEtFMDmcPE,박재민 - 하루
16511,1.9748652,886AYgXqZKaVAtQQMH2mSnFnaPv5+ISMESKCb+TtEGs=,SUPER JUNIOR,A-Oh!,128,https://www.youtube.com/watch?v=hoRbO-PiXgU,슈퍼주니어 - A-Oh!
16511,1.9681367,nG3mTipUokAQTeVy8SM/1oVvy5zD3Nojl4rtju9VRSQ=,YUN Jihun(To Romance) 윤지훈 (투로맨스),only you 너밖에 몰라,127,https://www.youtube.com/watch?v=IMQQbW33Vv0,윤지훈 - 너밖에 몰라
16511,1.9501184,B3Mu9ADOcr836tzpCiWHHECG+Ke6XscEt/MHPHEdhBI=,Groove Edition,Love Is All the Same (사랑은 다 그런거래요) [Originally Performed By Yangpa| Davichi & Hanna],174,https://www.youtube.com/watch?v=bGKjOoAirdo,양파&다비치&HANNA -  사랑이 다 그런거래요
16512,1.900783,sQm8V5cfws6ntAkoDYvodzOKZGtLxp+iI1D0WnAePC4=,Apink,Secret Garden,96,"https://www.youtube.com/watch?v=7d_cdW-k6pE,96",에이핑크 - Secret Garden
16512,1.8323035,LdKsk0R7k93pvwEvMUEwC3yuT6tBvgxOFf0lI7WJQ5A=,BEAST,I'm Sorry,90,https://www.youtube.com/watch?v=ZpRlIVImgnM,비스트 - I'm sorry
16512,1.7879534,Q0NmdYadyjni+CmtqwcrT/ZwgVcPefqdO1Y3isZ3Pao=,SHINee,WOWOWOW,92,"https://www.youtube.com/watch?v=grPy2KJYZ9M,92",샤이니 - Wowowow
16512,1.773812,8WgjNesSPLmz9PmBevHerpwSPyy86/pp0MaB2j2RWJM=,SHINee,One,128,https://www.youtube.com/watch?v=et9u7hPESCo,샤이니 - One
16512,1.7615372,i5usui2w8AFj/e5AX+a8KBqWwq6XyMQYqfihIfbRcg8=,f(x),All Mine,128,https://www.youtube.com/watch?v=f4_3dWqu6kM,f(x) - All Mine
16512,1.7552639,xVwqf8He/ZCuzCLKKRP992RFdQQbBiPzfnwHXnSMa6E=,Marriage over Love OST,Love Knots,124,https://www.youtube.com/watch?v=lk5QWPq1K6E,연애말고 결혼 OST - Love Knots
16512,1.6655155,Wy9UK7tKl+4seLQ7EXuf+yqnLAO+PkaNo+VFj38B7hQ=,Jannabi,Goodnight,146,https://www.youtube.com/watch?v=1Xr5IhcE2pE,잔나비 - Goodnight (Intro)
16512,1.6622753,MfH8QgwmRjnC96HXzaNe3rEEAqukF7h14wCg2CRoLzE=,SUPER JUNIOR,Shirt_Rearranged,100,https://www.youtube.com/watch?v=Om8twVJM1is,슈퍼주니어 - Shirt
16512,1.6255982,Y46ZwcQtP6+yjsvu6e+0i+ERz6mP+/1kYP/lUoa0stI=,AMBER,Borders,87,https://youtu.be/bNT-zFJKifI,엠버 - Borders
16512,1.6111825,aEJQjsahCE0Rh70EywmXPlpjX3j8ct2kaDTaSOtGsbE=,BEAST,Fiction,128,https://www.youtube.com/watch?v=whlVRDTobhs,비스트 - Fiction
16512,1.5942196,wL8xvVTaLzZk0K5Uqgu7pUve93HIVn3vsELy8J5GWYk=,BTOB-BLUE,Stand By Me,134,https://www.youtube.com/watch?v=bLALIv5C7Q8,비투비 블루 - 내 곁에 서 있어줘
16512,1.5124816,6TTDoeQ6nUg7tsnaYURLeM4Op2Wk16MckjnY/7S63cQ=,K.Will,눈물이 뚝뚝 (Dropping the Tears),72,https://www.youtube.com/watch?v=DIjGzZgu_yY,K.Will - 눈물이 뚝뚝
16512,1.4982593,KfRUflHn4mU2J77KDkWex5pdtqT2DV4BZlwqLJP5pPI=,Various Artists,The time we were in love (inst),140,https://youtu.be/73TIQLmFb4A,규현 - 우리가 사랑한 시간
16512,1.4813006,yuNOstkTckSX4mboi7T5eQIfSm84fR4qh/PmIi+ruZ0=,INFINITE,Follow Me,140,https://youtu.be/mb1J6xz1ME0,인피니트 - Follow Me
16512,1.4527739,MIFNIDYsa3rMAhzJaNcqsSVE1FCYeF9hy6VyfyXyqKk=,god,길 Road,124,https://www.youtube.com/watch?v=KgXtSx8ublA,GOD - 길
16512,1.4000492,EUOxoMQKvfCe0ZZKv7d6IDsufcVAw7yaP7zUs7UEgLw=,VAV,Under The Moonlight (달빛 아래서),95,https://www.youtube.com/watch?v=6HXnodVJhSI&list=OLAK5uy_kMSFXWnI5_OujCI0ON4-16F8ymMhufnY0&index=1,VAV - 달빛 아래서
16512,1.369582,M/6x4FmtWzCrS+QCKHNkTDEjk6BWvFIzdCTP4VwkK8g=,MBLAQ,유령 (같이 사랑했잖아),100,https://www.youtube.com/watch?v=3uWlDF40QMc,MBLAQ - 유령(같이 사랑했잖아)
16512,1.3622329,Jm/ICruNuLo+cH8BxcHkqK3bmlTWobOqsJtVEcKn6K8=,SHINee,Love Like Oxygen,98,https://www.youtube.com/watch?v=wvpknmu5UIY,샤이니 - 산소 같은 너
16512,1.3570993,h5SqVEJWe507YQMf37f5uwejdRXwiWZHGkgTQICKdYU=,박재민,하루,1000,https://www.youtube.com/watch?v=XxEtFMDmcPE,박재민 - 하루
16513,1.4629463,kD1PTXDGnvDFeNrpUB/pCMS5/dNGdmscbhw1XruzSts=,Alex&Park Sae Yeong(알렉스 & 박세영),blue road(블루로드),114,https://www.youtube.com/watch?v=OSaANCJsfXs,박세영 - 블루로드
16513,1.4517484,QkbQDh69iXJafR8W9ind4r4KeVcF3mHwOGpgMERjwLs=,Hello Ga-Young,Those Moments,82,https://www.youtube.com/watch?v=J3unOTNiDN8,안녕하신가영 - 순간의 순간
16513,1.4393804,nIxdMjN0dcwwW09d1Anv5ibX1CaWbIGCfdJVpiGImXs=,G.NA,Don't Cry,90,https://www.youtube.com/watch?v=WtHuuFi7Lwk,G.NA - Don't Cry
16513,1.4292802,M1PjggOaJPuA3BMR7/bi7EAVquOIqDBSbLkMvoRjPcw=,BTOB,Anymore,105,https://www.youtube.com/watch?v=D1sTQc7FrVk,비투비 - Anymore
16513,1.4141945,s2QH86vPkEy8/W5HBFfWQnDvk+7Ll240iAFs5uco/p8=,i11evn,Pray For Korea,1000,https://www.youtube.com/watch?v=9lpyAUDxT0c,일레븐 - Pray For Korea
16513,1.4072453,9oHowzdiZINgrx9WvNBx8oJ7jJRt12d5WXH7/p6RNLE=,Red Velvet,Automatic,90,https://www.youtube.com/watch?v=RVUv6Hw3WsE,레드벨벳 - Automatic
16513,1.4069328,SUdNhF9pO6myhmivUJbSb7iPdgEzjASfSv7eF3pc6FU=,Ailee,그대도 같은가요,130,https://www.youtube.com/watch?v=o5Vj8WCWGW4,에일리 - 그대도 같은가요
16513,1.3966367,i59Q/oWOP91G+romq4exY60h+C9KDjDJmU8yMfDUw5s=,Park Hee-jin,To you| who might be listening to my song somewhere,122,https://www.youtube.com/watch?v=lxprNC-DqSM,최정우 - 어디선가 나의 노랠듣고 있을 너에게
16513,1.3934001,X3sCkQpN8MKdeBP4G+cjbGp7TZJ9+sN6ZY96RUzzYvU=,Stellar,Sting,105,https://www.youtube.com/watch?v=JQJhvAtDnoc,스텔라 - 찔려
16513,1.3916444,BuP8o0I8moiWBpl6/m7MZvJ5/l1jsOl+b6OZUOm9mFk=,Various Artists,Memories,129,https://www.youtube.com/watch?v=8H4p9_4pJYU,허각 - 추억 한 줌
16513,1.385146,FbghgXoripREXfINScAlkyZTjp90ein14aIfaCOfj80=,Reply 1988 (Original Soundtrack),In the fall of my heart,120,https://www.youtube.com/watch?v=cVhvVT8LfLQ,최가람 - In the fall of my heart
16513,1.3725969,KlHyYFrGmvTmcaS3ke+6KJDa8h9yEYRM2PCxoWL6+q8=,BIGBANG SEUNGRI,White Love,130,https://www.youtube.com/watch?v=utyVQ8ErIqw,승리 - White Love
16513,1.3705664,y+QqZGCshISobUiLVEVnlJEO6z6Borg/p7U1rodLmV0=,Fashion 70s,Ga sm a Pa Do...,67,https://www.youtube.com/watch?v=HBe_Yvjm81U,환희 - 가슴 아파도
16513,1.3701868,96Q5eSRtIv/CLYeR7Zin0cj8jtgK0aneAJ5XdsgI6gk=,HyunA,Attention,110,https://www.youtube.com/watch?v=sV5cwqHw-p8,현아 - Attention
16513,1.3680924,6Rr63aUYAdYeBqgt6VDPTyIl/fZRaQeXlf0EeZRAqew=,Various Artists,Two of Us,121,https://www.youtube.com/watch?v=xE7izyAKZZA,김그림 - 우리만 있어
16513,1.3670207,yEk6Jv8KH1OxlQd5i+33Pr8bkR6MUdYsi+B3XaYLtsM=,INFINITE,Alone,80,https://www.youtube.com/watch?v=AoS_cWcZB34,인피니트 - Alone
16513,1.3659348,t/niYan8K9egm2mG5hfwlOaWzqJpvviCjH+CfvOW3d8=,Ailee,폭풍속으로 (feat.버벌진트),170,https://www.youtube.com/watch?v=2wOprvXwRRw,Ailee - 폭풍속으로
16514,1.9900584,NYPVF4MzmReVE064v1QMS4palhm+d1zXLZus1uBwBFI=,Lee Ji Su 이지수,it's you 너야,66,https://www.youtube.com/watch?v=TBddTpXl-uA,이지수 - 너야
16514,1.8224705,kNqY3MfcPCvxGg0hQkofvUIo9T4cppUQT0hYPS4PzjA=,Park Hyo Shin,It`s You,129,https://www.youtube.com/watch?v=xXlS6-V5ec0,박효신 - It's You
16514,1.7297451,sQm8V5cfws6ntAkoDYvodzOKZGtLxp+iI1D0WnAePC4=,Apink,Secret Garden,96,"https://www.youtube.com/watch?v=7d_cdW-k6pE,96",에이핑크 - Secret Garden
16514,1.5679423,ciemVXvjgBStz/ryybYpFQVRwojaFW/4lw4nUGo+WBs=,Flower,Even though I know love...,72,https://www.youtube.com/watch?v=xc3iDjbYSG8,Flower - 사랑은 알아도...
16514,1.5092032,2hZ2rmtKetgI1lISs4c2RKBt6ARvNMLBf7RJCDCdDdc=,DICKPUNKS,Don't Wanna Lose Now,155,https://www.youtube.com/watch?v=WmLGy3ebLnM,DICKPUNKS - 지금을 잃고 싶지 않아
16514,1.4860216,yuNOstkTckSX4mboi7T5eQIfSm84fR4qh/PmIi+ruZ0=,INFINITE,Follow Me,140,https://youtu.be/mb1J6xz1ME0,인피니트 - Follow Me
16514,1.4463748,QFXQBj+bQaU1YuoHQyHk1gEhzKc3nQqARNzWNs/Z8qk=,Various Artists,It`s Over,136,https://www.youtube.com/watch?v=qocyC5nvsH8&list=OLAK5uy_kfaAb-W2pQsUqp0x-VmmMlHrGyQhvD79k&index=15,바람이 분다OST - It's Over
16514,1.3756256,6fqzjcy1mMJctsk/Tug/Zth5sthF31qmfUcWTryZQ+M=,Reply 1994 (Original Soundtrack),Farewell for Myself,134,https://www.youtube.com/watch?v=Q33ftKGy3vk,디아 - 날 위한 이별
16514,1.3755699,cjccoqS6Ru48QVQjG1mAMadgVJd9RQGSTNFpsk4PDGE=,4MINUTE,Femme Fatale,117,https://www.youtube.com/watch?v=r39Sufgf7Pc,4MINUTE - 팜므파탈
16514,1.3305362,sXrltAwBgRoc73PFp/Vq5680e+qEY6QrsrFvdQzDpCg=,Infinite H,Fly Again,148,https://www.youtube.com/watch?v=FAQ7BOD76l8,인피니트 H - Fly Again
16514,1.3265207,EUOxoMQKvfCe0ZZKv7d6IDsufcVAw7yaP7zUs7UEgLw=,VAV,Under The Moonlight (달빛 아래서),95,https://www.youtube.com/watch?v=6HXnodVJhSI&list=OLAK5uy_kMSFXWnI5_OujCI0ON4-16F8ymMhufnY0&index=1,VAV - 달빛 아래서
16514,1.3179773,lib/R2Ns5qkGnQS3PnsybTGCRg30+Un/UQ7XRk/CYRw=,Jihun 지훈,thinking of you 너만 생각나,132,https://www.youtube.com/watch?v=G0wjfcufRDk,지훈 - 너만 생각나
16514,1.2610036,mTfc2lCs/X4qT9xz+z1wL41DL1NlBmIF22H6QfamSBw=,Kill Me| Heal Me,Secrets Can't Tell,142,https://www.youtube.com/watch?v=5jdwBk7xHEU,문명진 - 말할 수 없는 비밀
16514,1.2412369,09g84xTZ0+2iO9J6Lnk8QKf3IHLwUR29jAHD/KrKtys=,HAN YO HAN,School Reunion,100,https://www.youtube.com/watch?v=0ctd7nLowmg,한요한 - 동창회
16514,1.2405851,wL8xvVTaLzZk0K5Uqgu7pUve93HIVn3vsELy8J5GWYk=,BTOB-BLUE,Stand By Me,134,https://www.youtube.com/watch?v=bLALIv5C7Q8,비투비 블루 - 내 곁에 서 있어줘
16514,1.2396383,hmXPQ+wCzm6ak8DPqQ/tP5QdTvPICixTNpt9nX9a2Yo=,N (VIXX)| YEOEUN (MelodyDay),Without You,128,https://www.youtube.com/watch?v=FMIqLQR0CYI,N(엔) (VIXX) X 여은 (MelodyDay) - 니가 없는 난
16514,1.2307048,BLib+cy2P3qVqSd3RnPppfLM5pKxLQSLNDeDGWBwWE8=,Secret,I WANT YOU BACK,166,https://www.youtube.com/watch?v=4aNMoohLhWY,시크릿 - I WANT YOU BACK
16514,1.2146244,P2b2RY1u0gNfYvhDH6irNvUYZplvFVwbJXdBnHjSirU=,SHINee,Hold You,92,https://www.youtube.com/watch?v=H5hJreMo_f8,샤이니 - Hold You
16514,1.2132939,dKBGIBnDv7GruMLEGFzOTNAgcXb3MGdtp6ueXisYBsY=,SEVENTEEN,Still Lonely,105,https://www.youtube.com/watch?v=F6CkLk_ioRk,세븐틴 - 이 놈의 인기
16514,1.2124085,VmUTPeX7+HTVl5xM/4zNXUCAu+0/bRTvUVP9dFWDiQw=,NU'EST,사실 말야,94,https://www.youtube.com/watch?v=6-A_6emBAqk,뉴이스트 - 사실 말야
16515,1.4933059,SoM+X0ycaoKPsSm8lkNOG8snzGgeOvokziWNg0FLUWc=,Toheart (WOOHYUN & KEY),Tell Me Why,82,https://www.youtube.com/watch?v=qlEIui3xpUs,투하트 - Tell Me Why
16515,1.4783705,+Mv6DZtITsS1/noAouXecM/c0MhzdLI7mAWDqF8qHvE=,hyukoh,Hooka,80,https://www.youtube.com/watch?v=OytSUJZNgL4,혁오 - Hooka
16515,1.4729716,jCrDW9gewn6gaGsbQ3hIC9kV29VroUGtZuLHEOzIJr0=,Rainbow Kids(레인보우 Kids),musician in a forest(숲속의 음악가),90,https://www.youtube.com/watch?v=xl5an64ksKQ,레인보우 유아동요 - 숲 속의 음악가
16515,1.460644,IUb7MhGGhmLg+dxSThPfmEizy6Tw9PmQYl94Ir+1Gqc=,블루베어스|택연 (2PM),오늘 같은 밤,130,https://www.youtube.com/watch?v=uxhVy02aTqA,블루베어스 & 택연 - 오늘 같은 밤
16515,1.4585521,UZ8BemZAtUbbsfvch/ren8Y+A7YQuXv/SOh6WZGnstc=,Ants,Pretty,93,https://www.youtube.com/watch?v=8shnOlfd1wY,앤츠 - 예쁜 너니까
16515,1.4072615,NPW7KpzTBCitg1YRivLVD7332iKZaskD+/06akizYlw=,J-Min,Song On My Guitar,170,https://www.youtube.com/watch?v=H_rr4CCyACQ,제이민 - Song On My Guitar
16515,1.36018,bbGovFchvvTzq1jzgfMkqBtvFaIPSl4tgR/wjgdJu5U=,BTOB,Second Confession,92,https://www.youtube.com/watch?v=rxl9cIbBHrc,비투비 - 두 번째 고백
16515,1.3508234,2ohXYo/0A6AmgoZepImst0ogzE5BNodjPuThzuqK2cA=,INFINITE,Because,110,https://www.youtube.com/watch?v=q-tGcNE6nO8,인피니트 - Because
16515,1.3364637,cXcAMWSocYiwnIJ9we6+jUXFRFkAqXPKPzxk/JR8UkE=,INFINITE,Season 2,122,https://www.youtube.com/watch?v=ql9gkfqg1Yk,인피니트 - Season 2
16515,1.326848,LWeCgT2X6zOVFk97tNz5cV4gOISh6M+0lxML/2QNf9c=,Apink,Wanna Be,93,https://www.youtube.com/watch?v=YFLnr9CUfJQ,에이핑크 - Wanna Be
16515,1.3124987,ntHrLHh3Ybb0DKAZrv/iaIki7tofID1p22tpO+pNB1M=,Outsider,Lose Flowers Bloom,94,https://www.youtube.com/watch?v=RXCy_9CMPSA,아웃사이더 - 피고 지는 날들
16515,1.3025699,40fyArJ0v4wppak3R00w/2piTtmcJv/RcVrS1TgQybU=,Niel,Disappear,120,https://www.youtube.com/watch?v=eKY7lZJPxQw,니엘 - 그런 날
16515,1.2980517,KMAE71yriR1qDejSAROneajMm/XpoPmEGzOoFjQADXk=,Unpretty Rapstar Complation Album 2,Me| Myself & I,100,https://www.youtube.com/watch?v=8EBWuMigVBU,"헤이즈 - Me, Myself & I"
