user_id,pred,song_id,artist,title
16510,1.7040812,irHAs6JktrH9N6yuJF5EdRzA29c4P2MeykyRiZiCG4s=,Kim Jang Hoon,The Mother Knows My Heart?
16510,1.6841908,+wD3b7WqmJt/sY6w8MonnTXIbQIn7mv8HN2XNuvvRqw=,Various Artists,Good Bye
16510,1.6771709,QF14+VTjgXQDUmJzw9CDyYuZ2m98hXn5fqUgMNGujT4=,MFBTY (윤미래| 타이거JK| Bizzy),Hello Happy (feat.유희열)
16510,1.6429276,MIFNIDYsa3rMAhzJaNcqsSVE1FCYeF9hy6VyfyXyqKk=,god,길 Road
16511,2.3693256,J93IqmE/NQ2Olc5/+YB9TeS1B29n7TgG5hb5T4hMAyg=,SHINee,3 2 1
16511,2.3129325,Wy9UK7tKl+4seLQ7EXuf+yqnLAO+PkaNo+VFj38B7hQ=,Jannabi,Goodnight
16511,2.3060517,Q0NmdYadyjni+CmtqwcrT/ZwgVcPefqdO1Y3isZ3Pao=,SHINee,WOWOWOW
16511,2.2809994,8WgjNesSPLmz9PmBevHerpwSPyy86/pp0MaB2j2RWJM=,SHINee,One
16511,2.2562385,Y46ZwcQtP6+yjsvu6e+0i+ERz6mP+/1kYP/lUoa0stI=,AMBER,Borders
16511,2.2483768,sQm8V5cfws6ntAkoDYvodzOKZGtLxp+iI1D0WnAePC4=,Apink,Secret Garden
16511,2.2048473,LdKsk0R7k93pvwEvMUEwC3yuT6tBvgxOFf0lI7WJQ5A=,BEAST,I'm Sorry
16511,2.1081905,irHAs6JktrH9N6yuJF5EdRzA29c4P2MeykyRiZiCG4s=,Kim Jang Hoon,The Mother Knows My Heart?
16511,2.104369,wL8xvVTaLzZk0K5Uqgu7pUve93HIVn3vsELy8J5GWYk=,BTOB-BLUE,Stand By Me
16511,2.102754,i5usui2w8AFj/e5AX+a8KBqWwq6XyMQYqfihIfbRcg8=,f(x),All Mine
16511,2.0635412,EUOxoMQKvfCe0ZZKv7d6IDsufcVAw7yaP7zUs7UEgLw=,VAV,Under The Moonlight (달빛 아래서)
16511,2.060536,KfRUflHn4mU2J77KDkWex5pdtqT2DV4BZlwqLJP5pPI=,Various Artists,The time we were in love (inst)
16511,2.042413,MIFNIDYsa3rMAhzJaNcqsSVE1FCYeF9hy6VyfyXyqKk=,god,길 Road
16511,2.0315638,xVwqf8He/ZCuzCLKKRP992RFdQQbBiPzfnwHXnSMa6E=,Marriage over Love OST,Love Knots
16511,1.9985828,hmXPQ+wCzm6ak8DPqQ/tP5QdTvPICixTNpt9nX9a2Yo=,N (VIXX)| YEOEUN (MelodyDay),Without You
16511,1.9932655,Jm/ICruNuLo+cH8BxcHkqK3bmlTWobOqsJtVEcKn6K8=,SHINee,Love Like Oxygen
16511,1.9869016,h5SqVEJWe507YQMf37f5uwejdRXwiWZHGkgTQICKdYU=,박재민,하루
16511,1.9748652,886AYgXqZKaVAtQQMH2mSnFnaPv5+ISMESKCb+TtEGs=,SUPER JUNIOR,A-Oh!
16511,1.9681367,nG3mTipUokAQTeVy8SM/1oVvy5zD3Nojl4rtju9VRSQ=,YUN Jihun(To Romance) 윤지훈 (투로맨스),only you 너밖에 몰라
16511,1.9501184,B3Mu9ADOcr836tzpCiWHHECG+Ke6XscEt/MHPHEdhBI=,Groove Edition,Love Is All the Same (사랑은 다 그런거래요) [Originally Performed By Yangpa| Davichi & Hanna]
16512,1.900783,sQm8V5cfws6ntAkoDYvodzOKZGtLxp+iI1D0WnAePC4=,Apink,Secret Garden
16512,1.863006,J93IqmE/NQ2Olc5/+YB9TeS1B29n7TgG5hb5T4hMAyg=,SHINee,3 2 1
16512,1.8323035,LdKsk0R7k93pvwEvMUEwC3yuT6tBvgxOFf0lI7WJQ5A=,BEAST,I'm Sorry
16512,1.7879534,Q0NmdYadyjni+CmtqwcrT/ZwgVcPefqdO1Y3isZ3Pao=,SHINee,WOWOWOW
16512,1.773812,8WgjNesSPLmz9PmBevHerpwSPyy86/pp0MaB2j2RWJM=,SHINee,One
16512,1.7615372,i5usui2w8AFj/e5AX+a8KBqWwq6XyMQYqfihIfbRcg8=,f(x),All Mine
16512,1.7552639,xVwqf8He/ZCuzCLKKRP992RFdQQbBiPzfnwHXnSMa6E=,Marriage over Love OST,Love Knots
16512,1.6655155,Wy9UK7tKl+4seLQ7EXuf+yqnLAO+PkaNo+VFj38B7hQ=,Jannabi,Goodnight
16512,1.6622753,MfH8QgwmRjnC96HXzaNe3rEEAqukF7h14wCg2CRoLzE=,SUPER JUNIOR,Shirt_Rearranged
16512,1.6255982,Y46ZwcQtP6+yjsvu6e+0i+ERz6mP+/1kYP/lUoa0stI=,AMBER,Borders
16512,1.6111825,aEJQjsahCE0Rh70EywmXPlpjX3j8ct2kaDTaSOtGsbE=,BEAST,Fiction
16512,1.5942196,wL8xvVTaLzZk0K5Uqgu7pUve93HIVn3vsELy8J5GWYk=,BTOB-BLUE,Stand By Me
16512,1.5124816,6TTDoeQ6nUg7tsnaYURLeM4Op2Wk16MckjnY/7S63cQ=,K.Will,눈물이 뚝뚝 (Dropping the Tears)
16512,1.4982593,KfRUflHn4mU2J77KDkWex5pdtqT2DV4BZlwqLJP5pPI=,Various Artists,The time we were in love (inst)
16512,1.4813006,yuNOstkTckSX4mboi7T5eQIfSm84fR4qh/PmIi+ruZ0=,INFINITE,Follow Me
16512,1.4527739,MIFNIDYsa3rMAhzJaNcqsSVE1FCYeF9hy6VyfyXyqKk=,god,길 Road
16512,1.4000492,EUOxoMQKvfCe0ZZKv7d6IDsufcVAw7yaP7zUs7UEgLw=,VAV,Under The Moonlight (달빛 아래서)
16512,1.369582,M/6x4FmtWzCrS+QCKHNkTDEjk6BWvFIzdCTP4VwkK8g=,MBLAQ,유령 (같이 사랑했잖아)
16512,1.3622329,Jm/ICruNuLo+cH8BxcHkqK3bmlTWobOqsJtVEcKn6K8=,SHINee,Love Like Oxygen
16512,1.3570993,h5SqVEJWe507YQMf37f5uwejdRXwiWZHGkgTQICKdYU=,박재민,하루
16513,1.469479,ZEWQN8VIJ+8iyvb/CXRFFZt3+Jle6tAd2eO/MYVqocY=,Baek Z Young,두근두근 (Original Ver)
16513,1.4629463,kD1PTXDGnvDFeNrpUB/pCMS5/dNGdmscbhw1XruzSts=,Alex&Park Sae Yeong(알렉스 & 박세영),blue road(블루로드)
16513,1.4517484,QkbQDh69iXJafR8W9ind4r4KeVcF3mHwOGpgMERjwLs=,Hello Ga-Young,Those Moments
16513,1.4393804,nIxdMjN0dcwwW09d1Anv5ibX1CaWbIGCfdJVpiGImXs=,G.NA,Don't Cry
16513,1.4375329,CVExtAkcXLRcgjrf74nlfTh/s8eAKm2k7Ny2A61XGOw=,Various Artists,Two of Us
16513,1.4292802,M1PjggOaJPuA3BMR7/bi7EAVquOIqDBSbLkMvoRjPcw=,BTOB,Anymore
16513,1.4168721,IZlA6vcVP2kbNhflQNjZax5GjwCg/WC26idKxLXFswg=,Various Artists,Go
16513,1.4141945,s2QH86vPkEy8/W5HBFfWQnDvk+7Ll240iAFs5uco/p8=,i11evn,Pray For Korea
16513,1.4072453,9oHowzdiZINgrx9WvNBx8oJ7jJRt12d5WXH7/p6RNLE=,Red Velvet,Automatic
16513,1.4069328,SUdNhF9pO6myhmivUJbSb7iPdgEzjASfSv7eF3pc6FU=,Ailee,그대도 같은가요
16513,1.3966367,i59Q/oWOP91G+romq4exY60h+C9KDjDJmU8yMfDUw5s=,Park Hee-jin,To you| who might be listening to my song somewhere
16513,1.3934001,X3sCkQpN8MKdeBP4G+cjbGp7TZJ9+sN6ZY96RUzzYvU=,Stellar,Sting
16513,1.3916444,BuP8o0I8moiWBpl6/m7MZvJ5/l1jsOl+b6OZUOm9mFk=,Various Artists,Memories
16513,1.385146,FbghgXoripREXfINScAlkyZTjp90ein14aIfaCOfj80=,Reply 1988 (Original Soundtrack),In the fall of my heart
16513,1.3725969,KlHyYFrGmvTmcaS3ke+6KJDa8h9yEYRM2PCxoWL6+q8=,BIGBANG SEUNGRI,White Love
16513,1.3705664,y+QqZGCshISobUiLVEVnlJEO6z6Borg/p7U1rodLmV0=,Fashion 70s,Ga sm a Pa Do...
16513,1.3701868,96Q5eSRtIv/CLYeR7Zin0cj8jtgK0aneAJ5XdsgI6gk=,HyunA,Attention
16513,1.3680924,6Rr63aUYAdYeBqgt6VDPTyIl/fZRaQeXlf0EeZRAqew=,Various Artists,Two of Us
16513,1.3670207,yEk6Jv8KH1OxlQd5i+33Pr8bkR6MUdYsi+B3XaYLtsM=,INFINITE,Alone
16513,1.3659348,t/niYan8K9egm2mG5hfwlOaWzqJpvviCjH+CfvOW3d8=,Ailee,폭풍속으로 (feat.버벌진트)
16514,1.9900584,NYPVF4MzmReVE064v1QMS4palhm+d1zXLZus1uBwBFI=,Lee Ji Su 이지수,it's you 너야
16514,1.8224705,kNqY3MfcPCvxGg0hQkofvUIo9T4cppUQT0hYPS4PzjA=,Park Hyo Shin,It`s You
16514,1.7297451,sQm8V5cfws6ntAkoDYvodzOKZGtLxp+iI1D0WnAePC4=,Apink,Secret Garden
16514,1.5679423,ciemVXvjgBStz/ryybYpFQVRwojaFW/4lw4nUGo+WBs=,Flower,Even though I know love...
16514,1.5092032,2hZ2rmtKetgI1lISs4c2RKBt6ARvNMLBf7RJCDCdDdc=,DICKPUNKS,Don't Wanna Lose Now
16514,1.4860216,yuNOstkTckSX4mboi7T5eQIfSm84fR4qh/PmIi+ruZ0=,INFINITE,Follow Me
16514,1.4463748,QFXQBj+bQaU1YuoHQyHk1gEhzKc3nQqARNzWNs/Z8qk=,Various Artists,It`s Over
16514,1.3756256,6fqzjcy1mMJctsk/Tug/Zth5sthF31qmfUcWTryZQ+M=,Reply 1994 (Original Soundtrack),Farewell for Myself
16514,1.3755699,cjccoqS6Ru48QVQjG1mAMadgVJd9RQGSTNFpsk4PDGE=,4MINUTE,Femme Fatale
16514,1.3305362,sXrltAwBgRoc73PFp/Vq5680e+qEY6QrsrFvdQzDpCg=,Infinite H,Fly Again
16514,1.3265207,EUOxoMQKvfCe0ZZKv7d6IDsufcVAw7yaP7zUs7UEgLw=,VAV,Under The Moonlight (달빛 아래서)
16514,1.3179773,lib/R2Ns5qkGnQS3PnsybTGCRg30+Un/UQ7XRk/CYRw=,Jihun 지훈,thinking of you 너만 생각나
16514,1.2610036,mTfc2lCs/X4qT9xz+z1wL41DL1NlBmIF22H6QfamSBw=,Kill Me| Heal Me,Secrets Can't Tell
16514,1.2412369,09g84xTZ0+2iO9J6Lnk8QKf3IHLwUR29jAHD/KrKtys=,HAN YO HAN,School Reunion
16514,1.2405851,wL8xvVTaLzZk0K5Uqgu7pUve93HIVn3vsELy8J5GWYk=,BTOB-BLUE,Stand By Me
16514,1.2396383,hmXPQ+wCzm6ak8DPqQ/tP5QdTvPICixTNpt9nX9a2Yo=,N (VIXX)| YEOEUN (MelodyDay),Without You
16514,1.2307048,BLib+cy2P3qVqSd3RnPppfLM5pKxLQSLNDeDGWBwWE8=,Secret,I WANT YOU BACK
16514,1.2146244,P2b2RY1u0gNfYvhDH6irNvUYZplvFVwbJXdBnHjSirU=,SHINee,Hold You
16514,1.2132939,dKBGIBnDv7GruMLEGFzOTNAgcXb3MGdtp6ueXisYBsY=,SEVENTEEN,Still Lonely
16514,1.2124085,VmUTPeX7+HTVl5xM/4zNXUCAu+0/bRTvUVP9dFWDiQw=,NU'EST,사실 말야
16515,1.4933059,SoM+X0ycaoKPsSm8lkNOG8snzGgeOvokziWNg0FLUWc=,Toheart (WOOHYUN & KEY),Tell Me Why
16515,1.4783705,+Mv6DZtITsS1/noAouXecM/c0MhzdLI7mAWDqF8qHvE=,hyukoh,Hooka
16515,1.4729716,jCrDW9gewn6gaGsbQ3hIC9kV29VroUGtZuLHEOzIJr0=,Rainbow Kids(레인보우 Kids),musician in a forest(숲속의 음악가)
16515,1.4638126,aREEaD4elkQlf5/uEH2mLcNWAH23br7q9Mca+m/sz20=,Various Artists,Hide And Seek
16515,1.460644,IUb7MhGGhmLg+dxSThPfmEizy6Tw9PmQYl94Ir+1Gqc=,블루베어스|택연 (2PM),오늘 같은 밤
16515,1.4585521,UZ8BemZAtUbbsfvch/ren8Y+A7YQuXv/SOh6WZGnstc=,Ants,Pretty
16515,1.4072615,NPW7KpzTBCitg1YRivLVD7332iKZaskD+/06akizYlw=,J-Min,Song On My Guitar
16515,1.36018,bbGovFchvvTzq1jzgfMkqBtvFaIPSl4tgR/wjgdJu5U=,BTOB,Second Confession
16515,1.3508234,2ohXYo/0A6AmgoZepImst0ogzE5BNodjPuThzuqK2cA=,INFINITE,Because
16515,1.3487493,6a00zOdfsQFKHzieVX8lFFiRdULEyRKf8d9lupwHHrE=,Various Artists,Love Sick
16515,1.3364637,cXcAMWSocYiwnIJ9we6+jUXFRFkAqXPKPzxk/JR8UkE=,INFINITE,Season 2
16515,1.326848,LWeCgT2X6zOVFk97tNz5cV4gOISh6M+0lxML/2QNf9c=,Apink,Wanna Be
16515,1.3124987,ntHrLHh3Ybb0DKAZrv/iaIki7tofID1p22tpO+pNB1M=,Outsider,Lose Flowers Bloom
16515,1.3025699,40fyArJ0v4wppak3R00w/2piTtmcJv/RcVrS1TgQybU=,Niel,Disappear
16515,1.2980517,KMAE71yriR1qDejSAROneajMm/XpoPmEGzOoFjQADXk=,Unpretty Rapstar Complation Album 2,Me| Myself & I
16515,1.27719,PTJdIOeu62G2sR8lFJ8kT5X03kP53/pk3bX3e/Ano4M=,MONNI,Sunshine
16515,1.2536256,K7e98QHE1b5Omd4cPn1enw2HljM8zxC8k6iH+cRal/E=,Various Artists,You and Me
16515,1.2357923,YiKpMUAoINg9gp63Gw/rI00+r+lXIqJLY+W7vU+gO80=,Yoon Do Hyun,I Guess I Loved You
16515,1.2356453,K2v8EnXcO6PTeshCfLXd/WVaPDjNxdzZE57go3jXgbQ=,Various Artists,Yongsan Anthem
16515,1.2349688,LamOnxK55leQSToSzwWONAh9Twq+PvuFrvnYC//8xrs=,Kangta (カンタ),Diner
16516,1.9765586,6fqzjcy1mMJctsk/Tug/Zth5sthF31qmfUcWTryZQ+M=,Reply 1994 (Original Soundtrack),Farewell for Myself
16516,1.8799094,nG3mTipUokAQTeVy8SM/1oVvy5zD3Nojl4rtju9VRSQ=,YUN Jihun(To Romance) 윤지훈 (투로맨스),only you 너밖에 몰라
16516,1.8768817,5ixmJh/f+BblWyv9BC1afIXQI2oxWTms37SssdC4ZmY=,Jina U,First Love
16516,1.8757913,kNqY3MfcPCvxGg0hQkofvUIo9T4cppUQT0hYPS4PzjA=,Park Hyo Shin,It`s You
16516,1.8457515,hmXPQ+wCzm6ak8DPqQ/tP5QdTvPICixTNpt9nX9a2Yo=,N (VIXX)| YEOEUN (MelodyDay),Without You
16516,1.837158,lib/R2Ns5qkGnQS3PnsybTGCRg30+Un/UQ7XRk/CYRw=,Jihun 지훈,thinking of you 너만 생각나
16516,1.8069165,cjccoqS6Ru48QVQjG1mAMadgVJd9RQGSTNFpsk4PDGE=,4MINUTE,Femme Fatale
16516,1.744773,TWSEn78Eq5t1DxfZ5m6Nut3/fAnKhW569NkmE4XY/Bc=,CHOI Junyoung 최준영,cold heart 얼음심장
16516,1.7356602,u5XsozApnBiQDDyxxJge4ieUnsjVawof3xRrej2hG7M=,The Film,She
16516,1.7171607,SJBmfcszqGNzpwPEZM5CNMJ5C4eMM0u2FF37S7dOiW4=,GLABINGO,Memories Latte
16516,1.6355898,1ZAtyhX7oTeAkEKF7TNh8NChmndxb5G7elT7CsywL4I=,Boys Republic,Get Down
16516,1.5908663,2hZ2rmtKetgI1lISs4c2RKBt6ARvNMLBf7RJCDCdDdc=,DICKPUNKS,Don't Wanna Lose Now
16516,1.5529549,VmUTPeX7+HTVl5xM/4zNXUCAu+0/bRTvUVP9dFWDiQw=,NU'EST,사실 말야
16516,1.4911342,LhGK/u64tOTp1lmcnPHqaKHzJDJ4Hxrs7sOWnnZoVJU=,Spring Breeze Boy 봄바람 소년,only one only one
16516,1.4465884,ciemVXvjgBStz/ryybYpFQVRwojaFW/4lw4nUGo+WBs=,Flower,Even though I know love...
16516,1.4125682,5sBFEyI5ApzoAVLXEpqVeaXWIqY59jfLbw9v6M9izjM=,Deffinite,Around the Corner (feat. Curry K)
16516,1.385446,rR9IdF20PTVPT8uV7qwrGL19ezA3tczfbqtQGdBzdFg=,LUNAFLY,wanna love again(다시 사랑하고 싶다)
16516,1.3825233,ZnKfxx5oU7IwHlF8N5TTnk71iiN5jD/HLlmvB8bx5WU=,DICKPUNKS,Fading
16516,1.3619298,EVsgf8Z7XFXiTK62lE3IbrvMbkr85r4IzL9p11E8I1Q=,Jay Park,사실이야 1 Hunnit (feat. Dok2)
16516,1.3395516,TUPWg6dHzntxfucW1y/lH1z3oSTn8mA15OMZ0cbaeLs=,Loco| yuju(GFRIEND),Spring is gone by chance
16517,1.566223,Dqn3n1Zh3ezp6b19YIOt/BO6y+39m3RoJ/OxOsUg+1k=,Thunder,Good
16517,1.5236576,kNqY3MfcPCvxGg0hQkofvUIo9T4cppUQT0hYPS4PzjA=,Park Hyo Shin,It`s You
16517,1.4757211,NYPVF4MzmReVE064v1QMS4palhm+d1zXLZus1uBwBFI=,Lee Ji Su 이지수,it's you 너야
16517,1.4270197,M/6x4FmtWzCrS+QCKHNkTDEjk6BWvFIzdCTP4VwkK8g=,MBLAQ,유령 (같이 사랑했잖아)
16517,1.373185,yuNOstkTckSX4mboi7T5eQIfSm84fR4qh/PmIi+ruZ0=,INFINITE,Follow Me
16517,1.3203233,ciemVXvjgBStz/ryybYpFQVRwojaFW/4lw4nUGo+WBs=,Flower,Even though I know love...
16517,1.2615026,ckMx35tDOmA32aexcD1CrKFcm2kaf47G+Ss/oVhAnSw=,요조 With 소규모 아카시아 밴드,바나나파티
16517,1.2277156,xDk/a4VrVf2UFFLWa6idyh90ymcxDfBVsmDo3X21yYk=,TVXQ!,HUMANOIDS
16517,1.2178814,2hZ2rmtKetgI1lISs4c2RKBt6ARvNMLBf7RJCDCdDdc=,DICKPUNKS,Don't Wanna Lose Now
16517,1.2064317,xpSUSo5XgcfNbh4ChYxaJ+lb8/JwDgDhSZorr+grqt0=,Kim Greem,It might be you
16517,1.1979538,V0SQYS5k1xbrJ48oVvYASpULi4wT3iFwkdU62I7wkuM=,Solvang,Cheonggyecheon We Used To Walk Together
16517,1.1890306,aEJQjsahCE0Rh70EywmXPlpjX3j8ct2kaDTaSOtGsbE=,BEAST,Fiction
16517,1.174976,M0Etc8u9NEGJtM2PM76PZejfyod7y2DCJ2Seezz+bhw=,The Quiett,진흙 속에서 피는 꽃 Flower from the Mud (feat. Kebee & MC Meta)
16517,1.1713737,cjccoqS6Ru48QVQjG1mAMadgVJd9RQGSTNFpsk4PDGE=,4MINUTE,Femme Fatale
16517,1.1549532,LdKsk0R7k93pvwEvMUEwC3yuT6tBvgxOFf0lI7WJQ5A=,BEAST,I'm Sorry
16517,1.1397195,21zjLOKjDmbrNZzVq288FvnK8J7aBCqEv1xlh+AVQh4=,Sweden Laundry,night
16517,1.1355798,m27oj8D5huhmdDlgYTHOjHBIHyBB1lWwJE15y9boTRM=,JACE,Radio Star
16517,1.1247404,sQm8V5cfws6ntAkoDYvodzOKZGtLxp+iI1D0WnAePC4=,Apink,Secret Garden
16517,1.1099946,TdYy6QHAtcBGIXp855YQGo9jY0Yq9NqOU3oNSwEeNtI=,Red Velvet,Huff n Puff
16517,1.0982736,igvVdKqsAGA3uhrRP0uhJvmfxa/h0cy0ae171r+emoA=,BrotherFriendBrother,Soboru bread (소보루빵)
16518,2.1781468,Q0NmdYadyjni+CmtqwcrT/ZwgVcPefqdO1Y3isZ3Pao=,SHINee,WOWOWOW
16518,2.1479874,J93IqmE/NQ2Olc5/+YB9TeS1B29n7TgG5hb5T4hMAyg=,SHINee,3 2 1
16518,2.1283278,8WgjNesSPLmz9PmBevHerpwSPyy86/pp0MaB2j2RWJM=,SHINee,One
16518,2.0109715,Wy9UK7tKl+4seLQ7EXuf+yqnLAO+PkaNo+VFj38B7hQ=,Jannabi,Goodnight
16518,2.0080693,Y46ZwcQtP6+yjsvu6e+0i+ERz6mP+/1kYP/lUoa0stI=,AMBER,Borders
16518,1.9240649,Nyr3SeDX449BkRJzhvGZvwOIZFCi69AzTyuD4Wileso=,Hyungdon & Daejune,안좋을때 들으면 더 안좋은 노래
16518,1.9214867,xpSUSo5XgcfNbh4ChYxaJ+lb8/JwDgDhSZorr+grqt0=,Kim Greem,It might be you
16518,1.889069,B3Mu9ADOcr836tzpCiWHHECG+Ke6XscEt/MHPHEdhBI=,Groove Edition,Love Is All the Same (사랑은 다 그런거래요) [Originally Performed By Yangpa| Davichi & Hanna]
16518,1.8591695,yuNOstkTckSX4mboi7T5eQIfSm84fR4qh/PmIi+ruZ0=,INFINITE,Follow Me
16518,1.8519775,886AYgXqZKaVAtQQMH2mSnFnaPv5+ISMESKCb+TtEGs=,SUPER JUNIOR,A-Oh!
16518,1.8042064,sQm8V5cfws6ntAkoDYvodzOKZGtLxp+iI1D0WnAePC4=,Apink,Secret Garden
16518,1.7853515,h5SqVEJWe507YQMf37f5uwejdRXwiWZHGkgTQICKdYU=,박재민,하루
16518,1.7827904,wL8xvVTaLzZk0K5Uqgu7pUve93HIVn3vsELy8J5GWYk=,BTOB-BLUE,Stand By Me
16518,1.7592582,Jm/ICruNuLo+cH8BxcHkqK3bmlTWobOqsJtVEcKn6K8=,SHINee,Love Like Oxygen
16518,1.7589736,MIFNIDYsa3rMAhzJaNcqsSVE1FCYeF9hy6VyfyXyqKk=,god,길 Road
16518,1.7481531,8bFEtA9qRStJ8Kte5ROkpablwp8Wy/BqxioUIqom2SQ=,Jang Na Ra (장나라),오월의 눈사람
16518,1.7410009,KfRUflHn4mU2J77KDkWex5pdtqT2DV4BZlwqLJP5pPI=,Various Artists,The time we were in love (inst)
16518,1.7394052,5Nb5Bi9SeJ5pu3pfpy1MOkf2NF/b/lIdGAIF4qyvwAU=,Red Velvet,Light Me Up
16518,1.725254,irHAs6JktrH9N6yuJF5EdRzA29c4P2MeykyRiZiCG4s=,Kim Jang Hoon,The Mother Knows My Heart?
16518,1.7181252,EUOxoMQKvfCe0ZZKv7d6IDsufcVAw7yaP7zUs7UEgLw=,VAV,Under The Moonlight (달빛 아래서)
16519,1.4058065,nOzlxGjXAG4YzjBZhJ6JMmGEjyi4k1vJuXOI6U9hqEE=,BEAST,Let It Snow
16519,1.3726273,8JaQT57/dMwLnqUpSNeljGkHtDDV+f6JLHPWNxLrpbQ=,INFINITE,Be Mine
16519,1.3382214,E3u+AuTDZB++Ly825/n+UIbdP1NfMLwQMVaAeVwx1Xw=,Kim Na Young,어땠을까
16519,1.3378782,ON94c97LYqnsBXaSz7/2wIFAVNsBAGcaChXOywr4jV4=,Kiha & The Faces,그러게 왜 그랬어
