song_id,artist,title,bpm,youtube_link,kor_title
zlv+BAozAQ8eEQSJdQYsZBP+DmDb5SiamvCM+j6E0Ww=,Various Artists,1-01 재회의 테마 Reunion Theme,1000,https://www.youtube.com/watch?v=lZ6XG1JhsEk,곽연진 - 재회의 테마
Jm/ICruNuLo+cH8BxcHkqK3bmlTWobOqsJtVEcKn6K8=,SHINee,Love Like Oxygen,98,https://www.youtube.com/watch?v=wvpknmu5UIY,샤이니 - 산소 같은 너
5Nb5Bi9SeJ5pu3pfpy1MOkf2NF/b/lIdGAIF4qyvwAU=,Red Velvet,Light Me Up,120,https://youtu.be/rRctWJReQFQ,레드벨벳 - Light Me Up
irHAs6JktrH9N6yuJF5EdRzA29c4P2MeykyRiZiCG4s=,Kim Jang Hoon,The Mother Knows My Heart?,140,https://www.youtube.com/watch?v=LsQKeNhdda8,김장훈 - 어머니는 내 마음을 아세요
QF14+VTjgXQDUmJzw9CDyYuZ2m98hXn5fqUgMNGujT4=,MFBTY (윤미래| 타이거JK| Bizzy),Hello Happy (feat.유희열),136,https://www.youtube.com/watch?v=_krHORI9WcE,"MFBTY (윤미래,타이거JK,Bizzy) - Hello Happy"
MIFNIDYsa3rMAhzJaNcqsSVE1FCYeF9hy6VyfyXyqKk=,god,길 Road,124,https://www.youtube.com/watch?v=KgXtSx8ublA,GOD - 길
wL8xvVTaLzZk0K5Uqgu7pUve93HIVn3vsELy8J5GWYk=,BTOB-BLUE,Stand By Me,134,https://www.youtube.com/watch?v=bLALIv5C7Q8,비투비 블루 - 내 곁에 서 있어줘
KfRUflHn4mU2J77KDkWex5pdtqT2DV4BZlwqLJP5pPI=,Various Artists,The time we were in love (inst),140,https://youtu.be/73TIQLmFb4A,규현 - 우리가 사랑한 시간
h5SqVEJWe507YQMf37f5uwejdRXwiWZHGkgTQICKdYU=,박재민,하루,1000,https://www.youtube.com/watch?v=XxEtFMDmcPE,박재민 - 하루
886AYgXqZKaVAtQQMH2mSnFnaPv5+ISMESKCb+TtEGs=,SUPER JUNIOR,A-Oh!,128,https://www.youtube.com/watch?v=hoRbO-PiXgU,슈퍼주니어 - A-Oh!
nG3mTipUokAQTeVy8SM/1oVvy5zD3Nojl4rtju9VRSQ=,YUN Jihun(To Romance) 윤지훈 (투로맨스),only you 너밖에 몰라,127,https://www.youtube.com/watch?v=IMQQbW33Vv0,윤지훈 - 너밖에 몰라
MfH8QgwmRjnC96HXzaNe3rEEAqukF7h14wCg2CRoLzE=,SUPER JUNIOR,Shirt_Rearranged,100,https://www.youtube.com/watch?v=Om8twVJM1is,슈퍼주니어 - Shirt
aEJQjsahCE0Rh70EywmXPlpjX3j8ct2kaDTaSOtGsbE=,BEAST,Fiction,128,https://www.youtube.com/watch?v=whlVRDTobhs,비스트 - Fiction
kD1PTXDGnvDFeNrpUB/pCMS5/dNGdmscbhw1XruzSts=,Alex&Park Sae Yeong(알렉스 & 박세영),blue road(블루로드),114,https://www.youtube.com/watch?v=OSaANCJsfXs,박세영 - 블루로드
QkbQDh69iXJafR8W9ind4r4KeVcF3mHwOGpgMERjwLs=,Hello Ga-Young,Those Moments,82,https://www.youtube.com/watch?v=J3unOTNiDN8,안녕하신가영 - 순간의 순간
nIxdMjN0dcwwW09d1Anv5ibX1CaWbIGCfdJVpiGImXs=,G.NA,Don't Cry,90,https://www.youtube.com/watch?v=WtHuuFi7Lwk,G.NA - Don't Cry
M1PjggOaJPuA3BMR7/bi7EAVquOIqDBSbLkMvoRjPcw=,BTOB,Anymore,105,https://www.youtube.com/watch?v=D1sTQc7FrVk,비투비 - Anymore
s2QH86vPkEy8/W5HBFfWQnDvk+7Ll240iAFs5uco/p8=,i11evn,Pray For Korea,1000,https://www.youtube.com/watch?v=9lpyAUDxT0c,일레븐 - Pray For Korea
9oHowzdiZINgrx9WvNBx8oJ7jJRt12d5WXH7/p6RNLE=,Red Velvet,Automatic,90,https://www.youtube.com/watch?v=RVUv6Hw3WsE,레드벨벳 - Automatic
SUdNhF9pO6myhmivUJbSb7iPdgEzjASfSv7eF3pc6FU=,Ailee,그대도 같은가요,130,https://www.youtube.com/watch?v=o5Vj8WCWGW4,에일리 - 그대도 같은가요
i59Q/oWOP91G+romq4exY60h+C9KDjDJmU8yMfDUw5s=,Park Hee-jin,To you| who might be listening to my song somewhere,122,https://www.youtube.com/watch?v=lxprNC-DqSM,최정우 - 어디선가 나의 노랠듣고 있을 너에게
X3sCkQpN8MKdeBP4G+cjbGp7TZJ9+sN6ZY96RUzzYvU=,Stellar,Sting,105,https://www.youtube.com/watch?v=JQJhvAtDnoc,스텔라 - 찔려
BuP8o0I8moiWBpl6/m7MZvJ5/l1jsOl+b6OZUOm9mFk=,Various Artists,Memories,129,https://www.youtube.com/watch?v=8H4p9_4pJYU,허각 - 추억 한 줌
FbghgXoripREXfINScAlkyZTjp90ein14aIfaCOfj80=,Reply 1988 (Original Soundtrack),In the fall of my heart,120,https://www.youtube.com/watch?v=cVhvVT8LfLQ,최가람 - In the fall of my heart
KlHyYFrGmvTmcaS3ke+6KJDa8h9yEYRM2PCxoWL6+q8=,BIGBANG SEUNGRI,White Love,130,https://www.youtube.com/watch?v=utyVQ8ErIqw,승리 - White Love
y+QqZGCshISobUiLVEVnlJEO6z6Borg/p7U1rodLmV0=,Fashion 70s,Ga sm a Pa Do...,67,https://www.youtube.com/watch?v=HBe_Yvjm81U,환희 - 가슴 아파도
96Q5eSRtIv/CLYeR7Zin0cj8jtgK0aneAJ5XdsgI6gk=,HyunA,Attention,110,https://www.youtube.com/watch?v=sV5cwqHw-p8,현아 - Attention
6Rr63aUYAdYeBqgt6VDPTyIl/fZRaQeXlf0EeZRAqew=,Various Artists,Two of Us,121,https://www.youtube.com/watch?v=xE7izyAKZZA,김그림 - 우리만 있어
yEk6Jv8KH1OxlQd5i+33Pr8bkR6MUdYsi+B3XaYLtsM=,INFINITE,Alone,80,https://www.youtube.com/watch?v=AoS_cWcZB34,인피니트 - Alone
t/niYan8K9egm2mG5hfwlOaWzqJpvviCjH+CfvOW3d8=,Ailee,폭풍속으로 (feat.버벌진트),170,https://www.youtube.com/watch?v=2wOprvXwRRw,Ailee - 폭풍속으로
NYPVF4MzmReVE064v1QMS4palhm+d1zXLZus1uBwBFI=,Lee Ji Su 이지수,it's you 너야,66,https://www.youtube.com/watch?v=TBddTpXl-uA,이지수 - 너야
QFXQBj+bQaU1YuoHQyHk1gEhzKc3nQqARNzWNs/Z8qk=,Various Artists,It`s Over,136,https://www.youtube.com/watch?v=qocyC5nvsH8&list=OLAK5uy_kfaAb-W2pQsUqp0x-VmmMlHrGyQhvD79k&index=15,바람이 분다OST - It's Over
6fqzjcy1mMJctsk/Tug/Zth5sthF31qmfUcWTryZQ+M=,Reply 1994 (Original Soundtrack),Farewell for Myself,134,https://www.youtube.com/watch?v=Q33ftKGy3vk,디아 - 날 위한 이별
sXrltAwBgRoc73PFp/Vq5680e+qEY6QrsrFvdQzDpCg=,Infinite H,Fly Again,148,https://www.youtube.com/watch?v=FAQ7BOD76l8,인피니트 H - Fly Again
lib/R2Ns5qkGnQS3PnsybTGCRg30+Un/UQ7XRk/CYRw=,Jihun 지훈,thinking of you 너만 생각나,132,https://www.youtube.com/watch?v=G0wjfcufRDk,지훈 - 너만 생각나
mTfc2lCs/X4qT9xz+z1wL41DL1NlBmIF22H6QfamSBw=,Kill Me| Heal Me,Secrets Can't Tell,142,https://www.youtube.com/watch?v=5jdwBk7xHEU,문명진 - 말할 수 없는 비밀
09g84xTZ0+2iO9J6Lnk8QKf3IHLwUR29jAHD/KrKtys=,HAN YO HAN,School Reunion,100,https://www.youtube.com/watch?v=0ctd7nLowmg,한요한 - 동창회
BLib+cy2P3qVqSd3RnPppfLM5pKxLQSLNDeDGWBwWE8=,Secret,I WANT YOU BACK,166,https://www.youtube.com/watch?v=4aNMoohLhWY,시크릿 - I WANT YOU BACK
P2b2RY1u0gNfYvhDH6irNvUYZplvFVwbJXdBnHjSirU=,SHINee,Hold You,92,https://www.youtube.com/watch?v=H5hJreMo_f8,샤이니 - Hold You
dKBGIBnDv7GruMLEGFzOTNAgcXb3MGdtp6ueXisYBsY=,SEVENTEEN,Still Lonely,105,https://www.youtube.com/watch?v=F6CkLk_ioRk,세븐틴 - 이 놈의 인기
VmUTPeX7+HTVl5xM/4zNXUCAu+0/bRTvUVP9dFWDiQw=,NU'EST,사실 말야,94,https://www.youtube.com/watch?v=6-A_6emBAqk,뉴이스트 - 사실 말야
SoM+X0ycaoKPsSm8lkNOG8snzGgeOvokziWNg0FLUWc=,Toheart (WOOHYUN & KEY),Tell Me Why,82,https://www.youtube.com/watch?v=qlEIui3xpUs,투하트 - Tell Me Why
+Mv6DZtITsS1/noAouXecM/c0MhzdLI7mAWDqF8qHvE=,hyukoh,Hooka,80,https://www.youtube.com/watch?v=OytSUJZNgL4,혁오 - Hooka
jCrDW9gewn6gaGsbQ3hIC9kV29VroUGtZuLHEOzIJr0=,Rainbow Kids(레인보우 Kids),musician in a forest(숲속의 음악가),90,https://www.youtube.com/watch?v=xl5an64ksKQ,레인보우 유아동요 - 숲 속의 음악가
IUb7MhGGhmLg+dxSThPfmEizy6Tw9PmQYl94Ir+1Gqc=,블루베어스|택연 (2PM),오늘 같은 밤,130,https://www.youtube.com/watch?v=uxhVy02aTqA,블루베어스 & 택연 - 오늘 같은 밤
UZ8BemZAtUbbsfvch/ren8Y+A7YQuXv/SOh6WZGnstc=,Ants,Pretty,93,https://www.youtube.com/watch?v=8shnOlfd1wY,앤츠 - 예쁜 너니까
NPW7KpzTBCitg1YRivLVD7332iKZaskD+/06akizYlw=,J-Min,Song On My Guitar,170,https://www.youtube.com/watch?v=H_rr4CCyACQ,제이민 - Song On My Guitar
bbGovFchvvTzq1jzgfMkqBtvFaIPSl4tgR/wjgdJu5U=,BTOB,Second Confession,92,https://www.youtube.com/watch?v=rxl9cIbBHrc,비투비 - 두 번째 고백
2ohXYo/0A6AmgoZepImst0ogzE5BNodjPuThzuqK2cA=,INFINITE,Because,110,https://www.youtube.com/watch?v=q-tGcNE6nO8,인피니트 - Because
cXcAMWSocYiwnIJ9we6+jUXFRFkAqXPKPzxk/JR8UkE=,INFINITE,Season 2,122,https://www.youtube.com/watch?v=ql9gkfqg1Yk,인피니트 - Season 2
LWeCgT2X6zOVFk97tNz5cV4gOISh6M+0lxML/2QNf9c=,Apink,Wanna Be,93,https://www.youtube.com/watch?v=YFLnr9CUfJQ,에이핑크 - Wanna Be
ntHrLHh3Ybb0DKAZrv/iaIki7tofID1p22tpO+pNB1M=,Outsider,Lose Flowers Bloom,94,https://www.youtube.com/watch?v=RXCy_9CMPSA,아웃사이더 - 피고 지는 날들
40fyArJ0v4wppak3R00w/2piTtmcJv/RcVrS1TgQybU=,Niel,Disappear,120,https://www.youtube.com/watch?v=eKY7lZJPxQw,니엘 - 그런 날
KMAE71yriR1qDejSAROneajMm/XpoPmEGzOoFjQADXk=,Unpretty Rapstar Complation Album 2,Me| Myself & I,100,https://www.youtube.com/watch?v=8EBWuMigVBU,"헤이즈 - Me, Myself & I"
PTJdIOeu62G2sR8lFJ8kT5X03kP53/pk3bX3e/Ano4M=,MONNI,Sunshine,115,https://www.youtube.com/watch?v=3IIU5WwJDZw,몽니 - Sunshine
K7e98QHE1b5Omd4cPn1enw2HljM8zxC8k6iH+cRal/E=,Various Artists,You and Me,90,https://www.youtube.com/watch?v=XNRo2MEMALQ,We are the night - 흐려도 좋아
YiKpMUAoINg9gp63Gw/rI00+r+lXIqJLY+W7vU+gO80=,Yoon Do Hyun,I Guess I Loved You,94,https://www.youtube.com/watch?v=KeMbLY7ztDw,윤도현 - 사랑했나봐
K2v8EnXcO6PTeshCfLXd/WVaPDjNxdzZE57go3jXgbQ=,Various Artists,Yongsan Anthem,170,https://www.youtube.com/watch?v=W_4ABaRdh2I,임하영 - 용산 찬가
LamOnxK55leQSToSzwWONAh9Twq+PvuFrvnYC//8xrs=,Kangta (カンタ),Diner,132,https://www.youtube.com/watch?v=Bxn0CD-DrUk,강타 - 단골식당
5ixmJh/f+BblWyv9BC1afIXQI2oxWTms37SssdC4ZmY=,Jina U,First Love,140,https://www.youtube.com/watch?v=-oAMQNxxM0k,지나유 - 처음사랑
TWSEn78Eq5t1DxfZ5m6Nut3/fAnKhW569NkmE4XY/Bc=,CHOI Junyoung 최준영,cold heart 얼음심장,139,https://www.youtube.com/watch?v=leQ5P_1pNB8,최준영 - 얼음심장
SJBmfcszqGNzpwPEZM5CNMJ5C4eMM0u2FF37S7dOiW4=,GLABINGO,Memories Latte,118,https://www.youtube.com/watch?v=6fxRLD2l3Yg,글라빙고 - 추억라떼
1ZAtyhX7oTeAkEKF7TNh8NChmndxb5G7elT7CsywL4I=,Boys Republic,Get Down,75,https://www.youtube.com/watch?v=vNhzXD3IvNM,소년공화국 - Get Down
LhGK/u64tOTp1lmcnPHqaKHzJDJ4Hxrs7sOWnnZoVJU=,Spring Breeze Boy 봄바람 소년,only one only one,120,https://www.youtube.com/watch?v=DD5ZGsP3VsM,봄바람 소년 - Only One
rR9IdF20PTVPT8uV7qwrGL19ezA3tczfbqtQGdBzdFg=,LUNAFLY,wanna love again(다시 사랑하고 싶다),148,https://www.youtube.com/watch?v=kVCWZm6eH0U,루나플라이 - 다시 사랑하고 싶다
ZnKfxx5oU7IwHlF8N5TTnk71iiN5jD/HLlmvB8bx5WU=,DICKPUNKS,Fading,140,https://www.youtube.com/watch?v=dXuoVtdV5qA,딕펑스 - 바래져
EVsgf8Z7XFXiTK62lE3IbrvMbkr85r4IzL9p11E8I1Q=,Jay Park,사실이야 1 Hunnit (feat. Dok2),108,https://www.youtube.com/watch?v=h_J4CSMJDIs,박재범 - 사실이야 1 Hunnit
TUPWg6dHzntxfucW1y/lH1z3oSTn8mA15OMZ0cbaeLs=,Loco| yuju(GFRIEND),Spring is gone by chance,98,https://www.youtube.com/watch?v=AAk0ZvS5X90,로꼬 & 유주(여자친구) - 우연히 봄
Dqn3n1Zh3ezp6b19YIOt/BO6y+39m3RoJ/OxOsUg+1k=,Thunder,Good,113,https://www.youtube.com/watch?v=X7eMeU7JiIA,천둥 - Good
ckMx35tDOmA32aexcD1CrKFcm2kaf47G+Ss/oVhAnSw=,요조 With 소규모 아카시아 밴드,바나나파티,122,https://www.youtube.com/watch?v=V5PLNMn3Wfg,요조 - 바나나파티
xDk/a4VrVf2UFFLWa6idyh90ymcxDfBVsmDo3X21yYk=,TVXQ!,HUMANOIDS,120,https://www.youtube.com/watch?v=42z1_1QteCg,동방신기 - Humanoids
V0SQYS5k1xbrJ48oVvYASpULi4wT3iFwkdU62I7wkuM=,Solvang,Cheonggyecheon We Used To Walk Together,1000,https://www.youtube.com/watch?v=IyuUyIeyYCc,솔뱅 - 함께 걷던 청계천
M0Etc8u9NEGJtM2PM76PZejfyod7y2DCJ2Seezz+bhw=,The Quiett,진흙 속에서 피는 꽃 Flower from the Mud (feat. Kebee & MC Meta),94,https://www.youtube.com/watch?v=Gf-P9UvVWqw,더 콰이엇 - 진흙 속에서 피는 꽃
21zjLOKjDmbrNZzVq288FvnK8J7aBCqEv1xlh+AVQh4=,Sweden Laundry,night,130,https://www.youtube.com/watch?v=P6PDLi4paYg,스웨덴 세탁소 - Night
m27oj8D5huhmdDlgYTHOjHBIHyBB1lWwJE15y9boTRM=,JACE,Radio Star,1000,https://www.youtube.com/watch?v=_mlER1d944U,제이스 - 라디오 스타
TdYy6QHAtcBGIXp855YQGo9jY0Yq9NqOU3oNSwEeNtI=,Red Velvet,Huff n Puff,104,https://www.youtube.com/watch?v=9eINuufm6TY,레드벨벳 - Huff n Puff
igvVdKqsAGA3uhrRP0uhJvmfxa/h0cy0ae171r+emoA=,BrotherFriendBrother,Soboru bread (소보루빵),125,https://www.youtube.com/watch?v=TutGX4fTXMw,오빠친구동생 - 소보루빵
Nyr3SeDX449BkRJzhvGZvwOIZFCi69AzTyuD4Wileso=,Hyungdon & Daejune,안좋을때 들으면 더 안좋은 노래,93,https://youtu.be/KJSXolyj4DM,형돈이와 대준이 - 안좋을때 들으면 더 안좋은 노래
nOzlxGjXAG4YzjBZhJ6JMmGEjyi4k1vJuXOI6U9hqEE=,BEAST,Let It Snow,1000,https://youtu.be/ZoJrqFPt1pk,비스트 - Let It Snow
8JaQT57/dMwLnqUpSNeljGkHtDDV+f6JLHPWNxLrpbQ=,INFINITE,Be Mine,130,https://youtu.be/DeuejYoRbps,인피니트 - 내꺼하자
E3u+AuTDZB++Ly825/n+UIbdP1NfMLwQMVaAeVwx1Xw=,Kim Na Young,어땠을까,133,https://youtu.be/RrFq968fXd8,김나영 - 어땠을까
ON94c97LYqnsBXaSz7/2wIFAVNsBAGcaChXOywr4jV4=,Kiha & The Faces,그러게 왜 그랬어,170,https://youtu.be/t9GYZ2InEq0,장기하와 얼굴들 - 그러게 왜 그랬어
cb0nd6Ftc0WtyBuwuL471BEIOSRrvlp50ENMxvyhrcQ=,Various Artists,한 사람을 위한 마음,1000,https://youtu.be/DokABcA8Iy8,이오공감 - 한 사람을 위한 마음
+8E8ZBp61mYEDWLtoIOrC4iPSQ6hKH8hd1P5laSaUZM=,IU,마쉬멜로우,140,https://youtu.be/XfvR4QJVVhU,아이유 - 마쉬멜로우
7vuyzUszWywGKQwVFJ9gyPT6gKibjjkEDJWgKLMjtvE=,M.C the Max,No Metter Where,132,https://youtu.be/lbLeVCAqd7Y,엠씨더맥스 - 어디에도
ZeOwYTo5pJDl54KRF+Lb3bKcehg7EG2ZIZ92G/tqAGc=,D'avant,Wanna Buy Love (여자친구 사주세요) (사랑을 살 수 있다면),128,https://youtu.be/R69fQWVoZLk,다방 - Wanna Buy Love (여자친구 사주세요) (사랑을 살 수 있다면)
RXlL/Z3w6v3/7tV0eSdGP7oVmjVTUnv6i9Gv9F84fJI=,김남주 (에이핑크)| 육성재 (비투비),사진,111,https://youtu.be/mBEJ18AV8gE,김남주 & 육성재 - 사진
z6jOFN/m+rIVD2mMcyUh/ewgQELkuB/9vu0PO3BpsoE=,Nell,One Of Those Days,120,https://youtu.be/ATgDQDgvWN4,넬 - 어떤 날 중에 그런 날
S1N/50Pec0Lv2uLwq9XFA0Im2ZBY5Fi1ekwXwK70vVI=,Various Artists,The smell seems,1000,https://youtu.be/Rc2K1DdHFsI,냄새를 맡는 소녀 OST - 냄새가 보인다
lSRm4ExO4KAhsNeVeSc68481bHIQoMpnSBWkNBwZAfw=,Wina,Glitter,1000,https://youtu.be/f2K4AS8JHEU,위나 - Glitter
o2fVfU/4aiQZisvO8H7rs6jRPa7idW3Upexu2ivVDyA=,YB,Mystery,1000,https://youtu.be/4DNf1ou59pY,윤도현밴드 - 미스터리
of22VBP0cTP0FngvnSFv2ewl5VuunOzaeS5t4dmZw5A=,Hello Ga-Young,Sometimes I Think Of You,180,https://youtu.be/W1L__QvyggI,안녕하신가영 - 가끔 네 생각이 나는 걸
Wxp0PfLDb5uJZcKZ0MMu8EQ3YEgz6jbWk0p8qNj7sfE=,Superbee,The Life is 82,1000,https://youtu.be/5JJxupo1Zvk,수퍼비 - The Life is 82
4u6uHDUI7xbBriOHgwxvcr8tp8S7hGaU5mhZYU+t3Dw=,nafla,Wu,80,https://youtu.be/isGDGhBsOT4,나플라 - 우
TO/sHY27fLPSTcAqxFqRAYPBmQhK60psJ7Vrv6qbPtA=,IU,별을 찾는 아이 (feat.김광진),132,https://youtu.be/IAS2bVGWXh4,아이유 - 별을 찾는 아이
6FvU9Frsb7lfA88Vrbm+6rQMXMPQONJkNODG/3R4cwo=,Ailee,My Shy Love,92.6,https://youtu.be/s6I9S9mTt0o,에일리 - 수줍은 내 사랑
J31J4/spn8IaJ7IoHjj4PAIZPPTc8qKwL5IvaxCMpdQ=,AKDONG MUSICIAN (AKMU),다리꼬지마,130,https://youtu.be/nnPY7l1LrMQ,악뮤 - 다리꼬지마
Ci8rTNS6xytxR8DEMoICbPkglH9BF0VWa7A96XLNVrA=,Block B,했어 안했어,164,https://youtu.be/2m2MF8j5gBM,블락비 - 했어 안했어
f2lgQ77EDt8nGbd1aUfsYjmZmmoUWsIuSYqATdclxR0=,Master's Sun OST,Mystery,135,https://youtu.be/WZ2rdYNbndc,정동하 - Mystery (주군의 태양 OST)
VSA/wfKMWd77AtTWnb9Q2QupBxHH9KjpAQIHvEtuM7E=,SHINee,Your Number,101,https://youtu.be/xq3NB3U0Ps8,샤이니 - Your Number
iIWfpQfdO0XTJMr4J/svQW0scGiJ3bh23ekVnn47IBM=,INFINITE,Fixed Star,136,https://youtu.be/nwHnJT-AXR0,인피니트 - 붙박이 별
SogyJr+Am65d9yW5dkPDY5Vctx8wRASZQJhp0V7ydDA=,DICKPUNKS,We Young!,120,https://youtu.be/OwNJJf2yM04,딕펑스 - 요즘 젊은 것들
aKMoT2AOx3LIkOTMpJfluxoJrz8LeTZ3Yyq3S/aHMp8=,TIM,Liquid,1000,https://youtu.be/i4kkDOk9PnM,팀 - Liquid
PDs7pJWjypGsnFxhQ4zCIj6y94Q2AyKAy+1US0A/tpc=,RAIN (정지훈),Same,1000,https://youtu.be/Len6U21STvI,비 - 똑같아
GkQeW9DOLcY1Aj9MqMkolt3V1AODkikxJwkvvSYYv2U=,San E,Do It For Fun,1000,https://youtu.be/VGEtxWb6b5w,산이 - Do It For Fun
hAbJbPZk3UmBGBJYdAIGCYWClULjq5o1Uz0MZiEPD/A=,Jessi,Raise Your Heels,103,https://youtu.be/wV111Rs9G68,제시 - 뒷꿈치 들어
uvFJxyWM9qGiu4ppJ+otxEvtWr9S4jeK2ERTAdZrKgA=,이하이|윤현상,너를 위해 (임재범),138,https://youtu.be/5UJke9oiKto,이하이 - 너를 위해
1u/THyV9BDagh0Ppaa0fKOiYZnymtOvLJywQ/6MXp4c=,f(x),MILK,110,https://youtu.be/8uL-tSyMkyw,f(x) - MILK
6m0xMeaG3wpGMd7k4qApYDVohez3bK8xvZU/pPsOQ1I=,Ahn Hyeon Jeong,You and Me,149,https://youtu.be/4eRNIS6zMeo,안현정 - 그대와 나
eXaGsIheQmeCPt+jcDCYIFGctLgnQKSGJCbX8yDWvvA=,B1A4,몇 번을,128,https://youtu.be/FmuOH_0UKVI,B1A4 - 몇 번을
gkmbzJpvyKvhcvzlEs4tsUhZxvxrfDNDSmkLmJmcq/4=,The Electriceels,Freddy (프레디),1000,https://youtu.be/h9uoqUah8MM,전기뱀장어 - Freddy
Jgi2bKJuZAU1NPMizB0ZDQSYXknBwp7TXKS4kQ4z1mk=,IU,무릎,133,https://youtu.be/SfeaTW4bcAw,아이유 - 무릎
pA3cF2tcsebjhfi85Yp1EZ54A7Kz5gsZpGQJcwX2IzM=,BANGTAN BOYS,We On,97,https://youtu.be/p6CIxdvSl4E,방탄소년단 - We on
T5fKoLax/vVaFf42nA6rg1I2gxYxBpUPkgSOPofB2Fg=,BTOB,Yippie Yo Yippie Yay,104,https://youtu.be/iQPYeoWaYVo,비투비 - 북 치고 장구 치고
