user_id,song_id,artist,title,bpm,youtube_link,kor_title,level
16510,zlv+BAozAQ8eEQSJdQYsZBP+DmDb5SiamvCM+j6E0Ww=,Various Artists,1-01 재회의 테마 Reunion Theme,1000.0,https://www.youtube.com/watch?v=lZ6XG1JhsEk,곽연진 - 재회의 테마,norm
16510,g6qhn2sV11j5GbD5C95hshIhK4T/rUvroz6+R5ff2gE=,GFRIEND,시간을 달려서 (Rough),112.0,https://www.youtube.com/watch?v=u5HbBIcJFmM,여자친구 - 시간을 달려서,norm
16510,aKsTTIj5GRUh1qORF37/YAqTkyJeEu9Sx0Wus9H3MgQ=,EXO,Heart Attack,81.0,https://www.youtube.com/watch?v=17EC_xVcqC8,EXO - Heart Attack,easy
16511,Mpt5nm+9IOQikxbu5d1loErTrmSRpVXWUntah8R9EFw=,Red Velvet,Ice Cream Cake,172.0,https://www.youtube.com/watch?v=3zo4F0ZI5wE,레드벨벳 - Ice Cream Cake,hard
16511,wL8xvVTaLzZk0K5Uqgu7pUve93HIVn3vsELy8J5GWYk=,BTOB-BLUE,Stand By Me,134.0,https://www.youtube.com/watch?v=bLALIv5C7Q8,비투비 블루 - 내 곁에 서 있어줘,hard
16511,g6qhn2sV11j5GbD5C95hshIhK4T/rUvroz6+R5ff2gE=,GFRIEND,시간을 달려서 (Rough),112.0,https://www.youtube.com/watch?v=u5HbBIcJFmM,여자친구 - 시간을 달려서,norm
16511,LdKsk0R7k93pvwEvMUEwC3yuT6tBvgxOFf0lI7WJQ5A=,BEAST,I'm Sorry,90.0,https://www.youtube.com/watch?v=ZpRlIVImgnM,비스트 - I'm sorry,easy
16511,sQm8V5cfws6ntAkoDYvodzOKZGtLxp+iI1D0WnAePC4=,Apink,Secret Garden,96.0,"https://www.youtube.com/watch?v=7d_cdW-k6pE",에이핑크 - Secret Garden,easy
16511,Y46ZwcQtP6+yjsvu6e+0i+ERz6mP+/1kYP/lUoa0stI=,AMBER,Borders,87.0,https://youtu.be/bNT-zFJKifI,엠버 - Borders,easy
16511,8WgjNesSPLmz9PmBevHerpwSPyy86/pp0MaB2j2RWJM=,SHINee,One,128.0,https://www.youtube.com/watch?v=et9u7hPESCo,샤이니 - One,hard
16511,irHAs6JktrH9N6yuJF5EdRzA29c4P2MeykyRiZiCG4s=,Kim Jang Hoon,The Mother Knows My Heart?,140.0,https://www.youtube.com/watch?v=LsQKeNhdda8,김장훈 - 어머니는 내 마음을 아세요,hard
16511,Q0NmdYadyjni+CmtqwcrT/ZwgVcPefqdO1Y3isZ3Pao=,SHINee,WOWOWOW,92.0,"https://www.youtube.com/watch?v=grPy2KJYZ9M",샤이니 - Wowowow,easy
16511,Wy9UK7tKl+4seLQ7EXuf+yqnLAO+PkaNo+VFj38B7hQ=,Jannabi,Goodnight,146.0,https://www.youtube.com/watch?v=1Xr5IhcE2pE,잔나비 - Goodnight (Intro),hard
16512,Xhgn4mGH/Q5Csk+5sRJBFKpJ3i8ihZStkL+4NXv+zVo=,EXO,Monster,150.0,https://www.youtube.com/watch?v=VatHIJh4O0M,EXO - Monster,hard
16512,MfH8QgwmRjnC96HXzaNe3rEEAqukF7h14wCg2CRoLzE=,SUPER JUNIOR,Shirt_Rearranged,100.0,https://www.youtube.com/watch?v=Om8twVJM1is,슈퍼주니어 - Shirt,easy
16512,Wy9UK7tKl+4seLQ7EXuf+yqnLAO+PkaNo+VFj38B7hQ=,Jannabi,Goodnight,146.0,https://www.youtube.com/watch?v=1Xr5IhcE2pE,잔나비 - Goodnight (Intro),hard
16512,xVwqf8He/ZCuzCLKKRP992RFdQQbBiPzfnwHXnSMa6E=,Marriage over Love OST,Love Knots,124.0,https://www.youtube.com/watch?v=lk5QWPq1K6E,연애말고 결혼 OST - Love Knots,hard
16512,i5usui2w8AFj/e5AX+a8KBqWwq6XyMQYqfihIfbRcg8=,f(x),All Mine,128.0,https://www.youtube.com/watch?v=f4_3dWqu6kM,f(x) - All Mine,hard
16512,8WgjNesSPLmz9PmBevHerpwSPyy86/pp0MaB2j2RWJM=,SHINee,One,128.0,https://www.youtube.com/watch?v=et9u7hPESCo,샤이니 - One,hard
16512,Q0NmdYadyjni+CmtqwcrT/ZwgVcPefqdO1Y3isZ3Pao=,SHINee,WOWOWOW,92.0,"https://www.youtube.com/watch?v=grPy2KJYZ9M",샤이니 - Wowowow,easy
16512,LdKsk0R7k93pvwEvMUEwC3yuT6tBvgxOFf0lI7WJQ5A=,BEAST,I'm Sorry,90.0,https://www.youtube.com/watch?v=ZpRlIVImgnM,비스트 - I'm sorry,easy
16512,sQm8V5cfws6ntAkoDYvodzOKZGtLxp+iI1D0WnAePC4=,Apink,Secret Garden,96.0,"https://www.youtube.com/watch?v=7d_cdW-k6pE",에이핑크 - Secret Garden,easy
16512,g6qhn2sV11j5GbD5C95hshIhK4T/rUvroz6+R5ff2gE=,GFRIEND,시간을 달려서 (Rough),112.0,https://www.youtube.com/watch?v=u5HbBIcJFmM,여자친구 - 시간을 달려서,norm
16513,pU21BfJjAsgsjx71MMxV6pNmqgXpauDj6SLt31nAad4=,IU,Twenty-three,123.0,https://www.youtube.com/watch?v=NeeMfvMnYnE,아이유 - 스물셋,hard
16513,g6qhn2sV11j5GbD5C95hshIhK4T/rUvroz6+R5ff2gE=,GFRIEND,시간을 달려서 (Rough),112.0,https://www.youtube.com/watch?v=u5HbBIcJFmM,여자친구 - 시간을 달려서,norm
16513,kD1PTXDGnvDFeNrpUB/pCMS5/dNGdmscbhw1XruzSts=,Alex&Park Sae Yeong(알렉스 & 박세영),blue road(블루로드),114.0,https://www.youtube.com/watch?v=OSaANCJsfXs,박세영 - 블루로드,norm
16513,QkbQDh69iXJafR8W9ind4r4KeVcF3mHwOGpgMERjwLs=,Hello Ga-Young,Those Moments,82.0,https://www.youtube.com/watch?v=J3unOTNiDN8,안녕하신가영 - 순간의 순간,easy
16513,nIxdMjN0dcwwW09d1Anv5ibX1CaWbIGCfdJVpiGImXs=,G.NA,Don't Cry,90.0,https://www.youtube.com/watch?v=WtHuuFi7Lwk,G.NA - Don't Cry,easy
16513,M1PjggOaJPuA3BMR7/bi7EAVquOIqDBSbLkMvoRjPcw=,BTOB,Anymore,105.0,https://www.youtube.com/watch?v=D1sTQc7FrVk,비투비 - Anymore,easy
16513,s2QH86vPkEy8/W5HBFfWQnDvk+7Ll240iAFs5uco/p8=,i11evn,Pray For Korea,1000.0,https://www.youtube.com/watch?v=9lpyAUDxT0c,일레븐 - Pray For Korea,norm
16513,9oHowzdiZINgrx9WvNBx8oJ7jJRt12d5WXH7/p6RNLE=,Red Velvet,Automatic,90.0,https://www.youtube.com/watch?v=RVUv6Hw3WsE,레드벨벳 - Automatic,easy
16513,SUdNhF9pO6myhmivUJbSb7iPdgEzjASfSv7eF3pc6FU=,Ailee,그대도 같은가요,130.0,https://www.youtube.com/watch?v=o5Vj8WCWGW4,에일리 - 그대도 같은가요,hard
16513,i59Q/oWOP91G+romq4exY60h+C9KDjDJmU8yMfDUw5s=,Park Hee-jin,To you| who might be listening to my song somewhere,122.0,https://www.youtube.com/watch?v=lxprNC-DqSM,최정우 - 어디선가 나의 노랠듣고 있을 너에게,hard
16514,sQm8V5cfws6ntAkoDYvodzOKZGtLxp+iI1D0WnAePC4=,Apink,Secret Garden,96.0,"https://www.youtube.com/watch?v=7d_cdW-k6pE",에이핑크 - Secret Garden,easy
16514,g6qhn2sV11j5GbD5C95hshIhK4T/rUvroz6+R5ff2gE=,GFRIEND,시간을 달려서 (Rough),112.0,https://www.youtube.com/watch?v=u5HbBIcJFmM,여자친구 - 시간을 달려서,norm
16514,kNqY3MfcPCvxGg0hQkofvUIo9T4cppUQT0hYPS4PzjA=,Park Hyo Shin,It`s You,129.0,https://www.youtube.com/watch?v=xXlS6-V5ec0,박효신 - It's You,hard
16514,Mlhq53eHloMfEcadewZEmF+V5k9HihDV7SQO+NQVsFA=,HyunA,Red,164.0,https://www.youtube.com/watch?v=taSWFpvWOag,현아 -Red,hard
16514,NYPVF4MzmReVE064v1QMS4palhm+d1zXLZus1uBwBFI=,Lee Ji Su 이지수,it's you 너야,66.0,https://www.youtube.com/watch?v=TBddTpXl-uA,이지수 - 너야,easy
16514,2hZ2rmtKetgI1lISs4c2RKBt6ARvNMLBf7RJCDCdDdc=,DICKPUNKS,Don't Wanna Lose Now,155.0,https://www.youtube.com/watch?v=WmLGy3ebLnM,DICKPUNKS - 지금을 잃고 싶지 않아,hard
16514,ciemVXvjgBStz/ryybYpFQVRwojaFW/4lw4nUGo+WBs=,Flower,Even though I know love...,72.0,https://www.youtube.com/watch?v=xc3iDjbYSG8,Flower - 사랑은 알아도...,easy
16514,6fqzjcy1mMJctsk/Tug/Zth5sthF31qmfUcWTryZQ+M=,Reply 1994 (Original Soundtrack),Farewell for Myself,134.0,https://www.youtube.com/watch?v=Q33ftKGy3vk,디아 - 날 위한 이별,hard
16514,QFXQBj+bQaU1YuoHQyHk1gEhzKc3nQqARNzWNs/Z8qk=,Various Artists,It`s Over,136.0,https://www.youtube.com/watch?v=qocyC5nvsH8&list=OLAK5uy_kfaAb-W2pQsUqp0x-VmmMlHrGyQhvD79k&index=15,바람이 분다OST - It's Over,hard
16514,yuNOstkTckSX4mboi7T5eQIfSm84fR4qh/PmIi+ruZ0=,INFINITE,Follow Me,140.0,https://youtu.be/mb1J6xz1ME0,인피니트 - Follow Me,hard
16515,bbGovFchvvTzq1jzgfMkqBtvFaIPSl4tgR/wjgdJu5U=,BTOB,Second Confession,92.0,https://www.youtube.com/watch?v=rxl9cIbBHrc,비투비 - 두 번째 고백,easy
16515,b94+UxFpeS7cGmv2EWhN3phRX1BV54VIjccmK2leSfw=,Ailee,i have gained a song(노래가 늘었어),95.0,https://www.youtube.com/watch?v=S122aFkcOiw,에일리 - 노래가 늘었어,easy
16515,NPW7KpzTBCitg1YRivLVD7332iKZaskD+/06akizYlw=,J-Min,Song On My Guitar,170.0,https://www.youtube.com/watch?v=H_rr4CCyACQ,제이민 - Song On My Guitar,hard
16515,UZ8BemZAtUbbsfvch/ren8Y+A7YQuXv/SOh6WZGnstc=,Ants,Pretty,93.0,https://www.youtube.com/watch?v=8shnOlfd1wY,앤츠 - 예쁜 너니까,easy
16515,IUb7MhGGhmLg+dxSThPfmEizy6Tw9PmQYl94Ir+1Gqc=,블루베어스|택연 (2PM),오늘 같은 밤,130.0,https://www.youtube.com/watch?v=uxhVy02aTqA,블루베어스 & 택연 - 오늘 같은 밤,hard
16515,jCrDW9gewn6gaGsbQ3hIC9kV29VroUGtZuLHEOzIJr0=,Rainbow Kids(레인보우 Kids),musician in a forest(숲속의 음악가),90.0,https://www.youtube.com/watch?v=xl5an64ksKQ,레인보우 유아동요 - 숲 속의 음악가,easy
16515,+Mv6DZtITsS1/noAouXecM/c0MhzdLI7mAWDqF8qHvE=,hyukoh,Hooka,80.0,https://www.youtube.com/watch?v=OytSUJZNgL4,혁오 - Hooka,easy
16515,SoM+X0ycaoKPsSm8lkNOG8snzGgeOvokziWNg0FLUWc=,Toheart (WOOHYUN & KEY),Tell Me Why,82.0,https://www.youtube.com/watch?v=qlEIui3xpUs,투하트 - Tell Me Why,easy
16515,2ohXYo/0A6AmgoZepImst0ogzE5BNodjPuThzuqK2cA=,INFINITE,Because,110.0,https://www.youtube.com/watch?v=q-tGcNE6nO8,인피니트 - Because,norm
16515,g6qhn2sV11j5GbD5C95hshIhK4T/rUvroz6+R5ff2gE=,GFRIEND,시간을 달려서 (Rough),112.0,https://www.youtube.com/watch?v=u5HbBIcJFmM,여자친구 - 시간을 달려서,norm
16516,g6qhn2sV11j5GbD5C95hshIhK4T/rUvroz6+R5ff2gE=,GFRIEND,시간을 달려서 (Rough),112.0,https://www.youtube.com/watch?v=u5HbBIcJFmM,여자친구 - 시간을 달려서,norm
16516,TWSEn78Eq5t1DxfZ5m6Nut3/fAnKhW569NkmE4XY/Bc=,CHOI Junyoung 최준영,cold heart 얼음심장,139.0,https://www.youtube.com/watch?v=leQ5P_1pNB8,최준영 - 얼음심장,hard
16516,cjccoqS6Ru48QVQjG1mAMadgVJd9RQGSTNFpsk4PDGE=,4MINUTE,Femme Fatale,117.0,https://www.youtube.com/watch?v=r39Sufgf7Pc,4MINUTE - 팜므파탈,norm
16516,lib/R2Ns5qkGnQS3PnsybTGCRg30+Un/UQ7XRk/CYRw=,Jihun 지훈,thinking of you 너만 생각나,132.0,https://www.youtube.com/watch?v=G0wjfcufRDk,지훈 - 너만 생각나,hard
16516,hmXPQ+wCzm6ak8DPqQ/tP5QdTvPICixTNpt9nX9a2Yo=,N (VIXX)| YEOEUN (MelodyDay),Without You,128.0,https://www.youtube.com/watch?v=FMIqLQR0CYI,N(엔) (VIXX) X 여은 (MelodyDay) - 니가 없는 난,hard
16516,kNqY3MfcPCvxGg0hQkofvUIo9T4cppUQT0hYPS4PzjA=,Park Hyo Shin,It`s You,129.0,https://www.youtube.com/watch?v=xXlS6-V5ec0,박효신 - It's You,hard
16516,5ixmJh/f+BblWyv9BC1afIXQI2oxWTms37SssdC4ZmY=,Jina U,First Love,140.0,https://www.youtube.com/watch?v=-oAMQNxxM0k,지나유 - 처음사랑,hard
16516,nG3mTipUokAQTeVy8SM/1oVvy5zD3Nojl4rtju9VRSQ=,YUN Jihun(To Romance) 윤지훈 (투로맨스),only you 너밖에 몰라,127.0,https://www.youtube.com/watch?v=IMQQbW33Vv0,윤지훈 - 너밖에 몰라,hard
16516,6fqzjcy1mMJctsk/Tug/Zth5sthF31qmfUcWTryZQ+M=,Reply 1994 (Original Soundtrack),Farewell for Myself,134.0,https://www.youtube.com/watch?v=Q33ftKGy3vk,디아 - 날 위한 이별,hard
16516,k8yHM73KvTxUBXcM+obiAoYvNVQwfvgYkZKJRFlqEIU=,INFINITE,Be Mine,130.0,https://www.youtube.com/watch?v=YnubLDYNNfQ,인피니트 - 내꺼하자,hard
16517,Tf93Scu6MgsOkB0qbqO6wiN/6dnzSG5Y5xx1SeNsYRQ=,f(x),Lollipop (feat. SHINee),131.0,https://www.youtube.com/watch?v=bcYxNusTPrw,f(x) - Lollipop,hard
16517,xDk/a4VrVf2UFFLWa6idyh90ymcxDfBVsmDo3X21yYk=,TVXQ!,HUMANOIDS,120.0,https://www.youtube.com/watch?v=42z1_1QteCg,동방신기 - Humanoids,norm
16517,ckMx35tDOmA32aexcD1CrKFcm2kaf47G+Ss/oVhAnSw=,요조 With 소규모 아카시아 밴드,바나나파티,122.0,https://www.youtube.com/watch?v=V5PLNMn3Wfg,요조 - 바나나파티,hard
16517,Dqn3n1Zh3ezp6b19YIOt/BO6y+39m3RoJ/OxOsUg+1k=,Thunder,Good,113.0,https://www.youtube.com/watch?v=X7eMeU7JiIA,천둥 - Good,norm
16517,kNqY3MfcPCvxGg0hQkofvUIo9T4cppUQT0hYPS4PzjA=,Park Hyo Shin,It`s You,129.0,https://www.youtube.com/watch?v=xXlS6-V5ec0,박효신 - It's You,hard
16517,NYPVF4MzmReVE064v1QMS4palhm+d1zXLZus1uBwBFI=,Lee Ji Su 이지수,it's you 너야,66.0,https://www.youtube.com/watch?v=TBddTpXl-uA,이지수 - 너야,easy
16517,M/6x4FmtWzCrS+QCKHNkTDEjk6BWvFIzdCTP4VwkK8g=,MBLAQ,유령 (같이 사랑했잖아),100.0,https://www.youtube.com/watch?v=3uWlDF40QMc,MBLAQ - 유령(같이 사랑했잖아),easy
16517,yuNOstkTckSX4mboi7T5eQIfSm84fR4qh/PmIi+ruZ0=,INFINITE,Follow Me,140.0,https://youtu.be/mb1J6xz1ME0,인피니트 - Follow Me,hard
16517,ciemVXvjgBStz/ryybYpFQVRwojaFW/4lw4nUGo+WBs=,Flower,Even though I know love...,72.0,https://www.youtube.com/watch?v=xc3iDjbYSG8,Flower - 사랑은 알아도...,easy
16517,g6qhn2sV11j5GbD5C95hshIhK4T/rUvroz6+R5ff2gE=,GFRIEND,시간을 달려서 (Rough),112.0,https://www.youtube.com/watch?v=u5HbBIcJFmM,여자친구 - 시간을 달려서,norm
16518,g6qhn2sV11j5GbD5C95hshIhK4T/rUvroz6+R5ff2gE=,GFRIEND,시간을 달려서 (Rough),112.0,https://www.youtube.com/watch?v=u5HbBIcJFmM,여자친구 - 시간을 달려서,norm
16518,yuNOstkTckSX4mboi7T5eQIfSm84fR4qh/PmIi+ruZ0=,INFINITE,Follow Me,140.0,https://youtu.be/mb1J6xz1ME0,인피니트 - Follow Me,hard
16518,Q0NmdYadyjni+CmtqwcrT/ZwgVcPefqdO1Y3isZ3Pao=,SHINee,WOWOWOW,92.0,"https://www.youtube.com/watch?v=grPy2KJYZ9M",샤이니 - Wowowow,easy
16518,8WgjNesSPLmz9PmBevHerpwSPyy86/pp0MaB2j2RWJM=,SHINee,One,128.0,https://www.youtube.com/watch?v=et9u7hPESCo,샤이니 - One,hard
16518,Wy9UK7tKl+4seLQ7EXuf+yqnLAO+PkaNo+VFj38B7hQ=,Jannabi,Goodnight,146.0,https://www.youtube.com/watch?v=1Xr5IhcE2pE,잔나비 - Goodnight (Intro),hard
16518,Y46ZwcQtP6+yjsvu6e+0i+ERz6mP+/1kYP/lUoa0stI=,AMBER,Borders,87.0,https://youtu.be/bNT-zFJKifI,엠버 - Borders,easy
16518,Nyr3SeDX449BkRJzhvGZvwOIZFCi69AzTyuD4Wileso=,Hyungdon & Daejune,안좋을때 들으면 더 안좋은 노래,93.0,https://youtu.be/KJSXolyj4DM,형돈이와 대준이 - 안좋을때 들으면 더 안좋은 노래,easy
16518,B3Mu9ADOcr836tzpCiWHHECG+Ke6XscEt/MHPHEdhBI=,Groove Edition,Love Is All the Same (사랑은 다 그런거래요) [Originally Performed By Yangpa| Davichi & Hanna],174.0,https://www.youtube.com/watch?v=bGKjOoAirdo,양파&다비치&HANNA -  사랑이 다 그런거래요,hard
16518,886AYgXqZKaVAtQQMH2mSnFnaPv5+ISMESKCb+TtEGs=,SUPER JUNIOR,A-Oh!,128.0,https://www.youtube.com/watch?v=hoRbO-PiXgU,슈퍼주니어 - A-Oh!,hard
16518,rRhch8VwMSet/Rt6gwGPLLWS5sK/aPo9XyPRPrWE+yI=,After School,너 때문에,125.0,https://www.youtube.com/watch?v=cllEoGTbPIM,애프터스쿨 - 너 때문에,hard
16519,g6qhn2sV11j5GbD5C95hshIhK4T/rUvroz6+R5ff2gE=,GFRIEND,시간을 달려서 (Rough),112.0,https://www.youtube.com/watch?v=u5HbBIcJFmM,여자친구 - 시간을 달려서,norm
16519,MCpZc3FWmz72hHXWEa0xbuwzttPE56Kt4tG7DwpoJQg=,BoA,One Dream (Feat. HENRY(Super Junior-M)&KEY(SHINee)),82.0,https://www.youtube.com/watch?v=EOAxIz7VQU8,보아 - One Dream,easy
16519,8JaQT57/dMwLnqUpSNeljGkHtDDV+f6JLHPWNxLrpbQ=,INFINITE,Be Mine,130.0,https://youtu.be/DeuejYoRbps,인피니트 - 내꺼하자,hard
16519,ZeOwYTo5pJDl54KRF+Lb3bKcehg7EG2ZIZ92G/tqAGc=,D'avant,Wanna Buy Love (여자친구 사주세요) (사랑을 살 수 있다면),128.0,https://youtu.be/R69fQWVoZLk,다방 - Wanna Buy Love (여자친구 사주세요) (사랑을 살 수 있다면),hard
16519,nOzlxGjXAG4YzjBZhJ6JMmGEjyi4k1vJuXOI6U9hqEE=,BEAST,Let It Snow,1000.0,https://youtu.be/ZoJrqFPt1pk,비스트 - Let It Snow,norm
16519,E3u+AuTDZB++Ly825/n+UIbdP1NfMLwQMVaAeVwx1Xw=,Kim Na Young,어땠을까,133.0,https://youtu.be/RrFq968fXd8,김나영 - 어땠을까,hard
16519,ON94c97LYqnsBXaSz7/2wIFAVNsBAGcaChXOywr4jV4=,Kiha & The Faces,그러게 왜 그랬어,170.0,https://youtu.be/t9GYZ2InEq0,장기하와 얼굴들 - 그러게 왜 그랬어,hard
16519,cb0nd6Ftc0WtyBuwuL471BEIOSRrvlp50ENMxvyhrcQ=,Various Artists,한 사람을 위한 마음,1000.0,https://youtu.be/DokABcA8Iy8,이오공감 - 한 사람을 위한 마음,norm
16519,+8E8ZBp61mYEDWLtoIOrC4iPSQ6hKH8hd1P5laSaUZM=,IU,마쉬멜로우,140.0,https://youtu.be/XfvR4QJVVhU,아이유 - 마쉬멜로우,hard
16519,7vuyzUszWywGKQwVFJ9gyPT6gKibjjkEDJWgKLMjtvE=,M.C the Max,No Metter Where,132.0,https://youtu.be/lbLeVCAqd7Y,엠씨더맥스 - 어디에도,hard
16520,kYtUftZOYlr59JaQJMef9d/WFaRwfizvcuyqSoCbqh8=,SISTAR| Giorgio Moroder,One More Day,128.0,https://www.youtube.com/watch?v=zdoB2TPqWxs,시스타 - One More Day,hard
16520,Jm/ICruNuLo+cH8BxcHkqK3bmlTWobOqsJtVEcKn6K8=,SHINee,Love Like Oxygen,98.0,https://www.youtube.com/watch?v=wvpknmu5UIY,샤이니 - 산소 같은 너,easy
16520,Y46ZwcQtP6+yjsvu6e+0i+ERz6mP+/1kYP/lUoa0stI=,AMBER,Borders,87.0,https://youtu.be/bNT-zFJKifI,엠버 - Borders,easy
16520,xVwqf8He/ZCuzCLKKRP992RFdQQbBiPzfnwHXnSMa6E=,Marriage over Love OST,Love Knots,124.0,https://www.youtube.com/watch?v=lk5QWPq1K6E,연애말고 결혼 OST - Love Knots,hard
16520,8WgjNesSPLmz9PmBevHerpwSPyy86/pp0MaB2j2RWJM=,SHINee,One,128.0,https://www.youtube.com/watch?v=et9u7hPESCo,샤이니 - One,hard
16520,Q0NmdYadyjni+CmtqwcrT/ZwgVcPefqdO1Y3isZ3Pao=,SHINee,WOWOWOW,92.0,"https://www.youtube.com/watch?v=grPy2KJYZ9M",샤이니 - Wowowow,easy
16520,g6qhn2sV11j5GbD5C95hshIhK4T/rUvroz6+R5ff2gE=,GFRIEND,시간을 달려서 (Rough),112.0,https://www.youtube.com/watch?v=u5HbBIcJFmM,여자친구 - 시간을 달려서,norm
16520,B3Mu9ADOcr836tzpCiWHHECG+Ke6XscEt/MHPHEdhBI=,Groove Edition,Love Is All the Same (사랑은 다 그런거래요) [Originally Performed By Yangpa| Davichi & Hanna],174.0,https://www.youtube.com/watch?v=bGKjOoAirdo,양파&다비치&HANNA -  사랑이 다 그런거래요,hard
16520,6TTDoeQ6nUg7tsnaYURLeM4Op2Wk16MckjnY/7S63cQ=,K.Will,눈물이 뚝뚝 (Dropping the Tears),72.0,https://www.youtube.com/watch?v=DIjGzZgu_yY,K.Will - 눈물이 뚝뚝,easy
16520,LdKsk0R7k93pvwEvMUEwC3yuT6tBvgxOFf0lI7WJQ5A=,BEAST,I'm Sorry,90.0,https://www.youtube.com/watch?v=ZpRlIVImgnM,비스트 - I'm sorry,easy
16521,g6qhn2sV11j5GbD5C95hshIhK4T/rUvroz6+R5ff2gE=,GFRIEND,시간을 달려서 (Rough),112.0,https://www.youtube.com/watch?v=u5HbBIcJFmM,여자친구 - 시간을 달려서,norm
16521,APz2b+c0wBtFTmtDh/BwzRjG7Fg71aAMSkekLMhs2I4=,GAIN,피어나,124.0,https://www.youtube.com/watch?v=kFLNAB5-qsQ,가인 - 피어나,hard
16521,f2lgQ77EDt8nGbd1aUfsYjmZmmoUWsIuSYqATdclxR0=,Master's Sun OST,Mystery,135.0,https://youtu.be/WZ2rdYNbndc,정동하 - Mystery (주군의 태양 OST),hard
16521,NYPVF4MzmReVE064v1QMS4palhm+d1zXLZus1uBwBFI=,Lee Ji Su 이지수,it's you 너야,66.0,https://www.youtube.com/watch?v=TBddTpXl-uA,이지수 - 너야,easy
16521,kNqY3MfcPCvxGg0hQkofvUIo9T4cppUQT0hYPS4PzjA=,Park Hyo Shin,It`s You,129.0,https://www.youtube.com/watch?v=xXlS6-V5ec0,박효신 - It's You,hard
16521,ciemVXvjgBStz/ryybYpFQVRwojaFW/4lw4nUGo+WBs=,Flower,Even though I know love...,72.0,https://www.youtube.com/watch?v=xc3iDjbYSG8,Flower - 사랑은 알아도...,easy
